"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","224
005","21","3.690","66.7","19.0","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","224
006","23","3.261","43.5",".","34.8","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","224
007","18","3.139","27.8","16.7","27.8","11.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"","008
224","24","3.542","58.3","16.7","20.8",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","224
009","22","3.386","45.5","18.2","13.6","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"","010
224","21","3.190","33.3","9.5","28.6","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"","011
224","22","3.932","90.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","231","3.502","53.7","14.3","18.6","6.1","6.5",".","0.4","0.4",".",".",".",".",".",".",".","."
"","226
001","20","3.200","20.0","15.0","55.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","002
226","19","3.737","63.2","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","19","3.553","31.6","47.4","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
226","19","3.500","57.9","10.5","15.8","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","005
226","19","3.579","57.9","21.1","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","226
006","19","3.395","36.8","21.1","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
007","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","20","3.425","35.0","25.0","35.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","009
226","18","3.167","33.3","16.7","22.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","010
226","16","2.333",".","12.5","43.8",".","18.8","6.3","12.5","6.3",".",".",".",".",".",".",".","."
"","226
011","20","2.850","5.0","10.0","55.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","226
012","17","2.882","11.8","17.6","41.2","5.9","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","226
013","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","18","3.118","27.8","27.8","16.7","5.6","11.1",".","5.6","5.6",".",".",".",".",".",".",".","."
"","226
015","19","3.658","47.4","42.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","20","3.316","20.0","40.0","25.0",".","10.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
017","18","3.222","16.7","22.2","50.0","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","018
226","12","3.375","33.3","8.3","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
020","20","3.600","55.0","15.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","021
226","19","3.237","26.3","15.8","42.1","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
022","19","3.474","42.1","21.1","31.6",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
024","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","403","3.374","37.7","22.1","28.3","4.0","5.5","1.0","0.7","0.7",".",".",".",".",".",".",".","."
"","311
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","311
001","19","3.194","21.1","26.3","21.1","21.1","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","002
311","16","3.033","6.3","25.0","37.5","18.8","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"","311
003","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","17","3.206","17.6","17.6","52.9","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","18","2.972","16.7","5.6","44.4","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"","311
007","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","17","3.688","47.1","35.3","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","009
311","18","3.389","33.3","44.4","16.7",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","010
311","16","3.188","6.3","37.5","43.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","311
011","18","3.583","44.4","33.3","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","177","3.420","37.3","24.9","24.3","9.0","2.3",".","0.6","1.1",".",".",".",".","0.6",".",".","."
"Topics in Span Lang Pract","319
001","24","3.854","75.0","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","24","3.438","41.7","16.7","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
