"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
047","12","3.292","16.7","33.3","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","048
100","14","3.038","14.3","21.4","35.7","14.3",".","7.1",".",".",".",".",".",".",".",".","7.1","."
"","100
049","11","2.955",".","27.3","45.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","050
100","12","3.375","33.3","25.0","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","15","3.033",".","26.7","53.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
052","11","3.182","36.4","27.3","9.1","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","100
053","13","3.269","15.4","38.5","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","100
054","15","3.100",".","40.0","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
055","13","3.346","23.1","38.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","100
056","13","3.154","7.7","38.5","30.8","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","057
100","12","2.917","8.3","33.3","25.0","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"","100
058","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
059","12","3.167",".","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
060","15","3.233","6.7","53.3","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
061","11","3.091",".","27.3","63.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
062","13","3.077","7.7","38.5","23.1","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","842","3.164","13.3","36.0","32.9","10.9","4.5","1.4","0.7",".",".",".",".",".",".","0.1","0.1","."
"","001
105","19","3.026","15.8","31.6","15.8","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","105
002","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
003","20","3.325","15.0","55.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","105
004","17","3.206","23.5","29.4","23.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","005
105","17","3.324","35.3","29.4","17.6",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"","105
006","16","3.063","12.5","31.3","25.0","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"Public Speaking","Course Total","106","3.269","24.5","36.8","17.0","13.2","7.5","0.9",".",".",".",".",".",".",".",".",".","."
"Elements of Speech-Honors","181
001","13","3.308",".","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","199
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Radio,TV&Film as Mass Media","001
250","230","3.203","19.6","33.5","27.4","10.0","6.1","1.3","0.9","1.3",".",".",".",".",".",".",".","."
"Communication & Human Behav","260
001","143","3.184","13.3","37.1","34.3","7.7","4.2","0.7","1.4",".",".",".",".",".",".","1.4",".","."
"Thry&Pract-Argument&Debate","262
001","104","3.043","11.5","35.6","31.7","9.6","5.8","2.9","2.9",".",".",".",".",".",".",".",".","."
"Thry&Pract-Group Discussion","266
001","90","3.650","63.3","14.4","15.6","2.2","4.4",".",".",".",".",".",".",".",".",".",".","."
"Intro-Interpersonal Com","272
001","98","3.727","69.4","19.4","4.1","2.0","3.1",".","1.0",".",".",".",".",".",".","1.0",".","."
"Mass Media & Human Behavior","325
001","100","3.051","15.0","25.0","41.0","7.0","6.0","2.0","3.0",".",".",".",".",".",".","1.0",".","."
"Critical Internet Studies","346
001","112","3.504","33.0","45.5","15.2","5.4",".",".","0.9",".",".",".",".",".",".",".",".","."
"Introduction to Film","350
001","153","2.990","9.2","24.8","37.3","13.7","9.8","2.0","0.7","2.0",".",".",".",".",".","0.7",".","."
"Introduction to Television","351
001","141","2.830","7.8","22.0","32.6","14.2","16.3","2.8","2.1","1.4",".",".",".",".",".","0.7",".","."
"History of World Cinema","001
352","78","2.917","17.9","17.9","26.9","19.2","11.5","5.1","1.3",".",".",".",".",".",".",".",".","."
"Intro to Media Production","355
001","113","3.212","14.2","39.8","34.5","4.4","5.3",".","1.8",".",".",".",".",".",".",".",".","."
"Intro to Rhetorical Thry&Crit","360
001","76","3.203","25.0","22.4","35.5","6.6","5.3",".","2.6","1.3",".",".",".",".",".","1.3",".","."
"Thry&Practice of Persuasion","368
001","90","3.450","26.7","42.2","25.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Communictn&Conflict Resltn","371
001","68","3.684","61.8","23.5","10.3","1.5","1.5","1.5",".",".",".",".",".",".",".",".",".","."
"The Rhetoric of Religion","374
001","32","2.645","3.1","9.4","25.0","34.4","25.0",".",".",".",".",".",".",".",".","3.1",".","."
"Psychology of Communication","402
001","23","3.273","17.4","17.4","60.9",".",".",".",".",".",".",".",".",".",".","4.3",".","."
"Miscommunication","410
001","44","3.000","11.4","15.9","43.2","11.4","13.6",".",".","2.3",".",".",".",".",".","2.3",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 178 of 399",""
