"","990
017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
060","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"Independent Research","999
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"E ASIAN
295","Dept. Total","700","3.357","37.6","29.4","14.4","6.4","4.9","1.6","1.1","3.4",".","0.7",".","0.1","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","132","3.320","35.6","31.1","14.4","10.6","6.8","1.5",".",".",".",".",".",".",".",".",".","."
"Sophomore","","147","3.302","34.0","33.3","16.3","5.4","4.8","3.4","1.4","1.4",".",".",".",".",".",".",".","."
"Junior","","158","3.305","34.8","29.7","15.8","8.9","5.1","1.9","1.9","1.9",".",".",".",".",".",".",".","."
"Senior","","168","3.366","29.8","33.3","17.3","5.4","4.8","0.6","1.2","4.8",".","2.4",".",".",".",".","0.6","."
"Undergraduates","","605","3.322","33.4","31.9","16.0","7.4","5.3","1.8","1.2","2.1",".","0.7",".",".",".",".","0.2","."
"Special","","11","3.110","45.5","36.4",".",".","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"Graduate","","80","3.825","70.0","8.8","5.0",".","1.3",".",".","11.3",".","1.3",".","1.3","1.3",".",".","."
"Prof Yr 2","","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","3.500",".","50.0",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","Dept. Total","700","3.357","37.6","29.4","14.4","6.4","4.9","1.6","1.1","3.4",".","0.7",".","0.1","0.1",".","0.1","."
