"Web Design for the Sciences","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Internship","601
002","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Hlth Communication-Info Age","617
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","699
035","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","","49","3.508","36.7","28.6","18.4","2.0","4.1","",".","",".","4.1","",".","6.1","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","23","3.565","34.8","43.5","21.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.600","40.0","40.0","20.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","21","3.394","38.1","9.5","14.3","4.8","9.5","",".","",".","9.5","",".","14.3","",".","",".","",".",".",".","."
"Undergraduates","","","49","3.508","36.7","28.6","18.4","2.0","4.1","",".","",".","4.1","",".","6.1","",".","",".","",".",".",".","."
"","Dept. Total","","49","3.508","36.7","28.6","18.4","2.0","4.1","",".","",".","4.1","",".","6.1","",".","",".","",".",".",".","."
