"","990
057","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
058","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
059","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","18","",".",".",".",".",".","",".","",".","94.4",".",".",".","5.6","",".",".",".","."
"ANATOMY
144","Dept. Total","353","3.610","50.4","21.2","20.1","2.0","1.1","",".","",".","4.8",".",".",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","5","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","7","3.400","42.9","28.6","14.3",".","14.3","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","12","3.625","66.7","16.7","8.3",".","8.3","",".","",".",".",".",".",".",".","",".",".",".","."
"Special","","1","3.500",".","100.0",".",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","28","3.529","32.1",".","7.1",".",".","",".","",".","60.7",".",".",".",".","",".",".",".","."
"Prof Yr 1","","308","3.608","51.3","23.4","22.1","2.3","1.0","",".","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","4","4.000","75.0",".",".",".",".","",".","",".",".",".",".",".","25.0","",".",".",".","."
"Professionals","","312","3.611","51.6","23.1","21.8","2.2","1.0","",".","",".",".",".",".",".","0.3","",".",".",".","."
"","Dept. Total","353","3.610","50.4","21.2","20.1","2.0","1.1","",".","",".","4.8",".",".",".","0.3","",".",".",".","."
