"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","736","3.185","33.7","19.4","17.7","11.3","10.2","1.5","2.4","3.1","0.3",".","",".","",".","0.3","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","101","3.104","27.7","22.8","17.8","18.8","7.9","2.0","3.0",".",".",".","",".","",".",".",".",".","."
"Sophomore","219","3.208","32.4","21.5","20.1","12.3","11.0","0.9","1.4","0.5",".",".","",".","",".",".",".",".","."
"Junior","167","3.076","31.1","15.6","22.2","12.0","15.0","2.4","1.2","0.6",".",".","",".","",".",".",".",".","."
"Senior","172","3.147","33.7","22.7","14.5","9.3","9.3","1.7","5.2","1.7","0.6",".","",".","",".","0.6","0.6",".","."
"Undergraduates","659","3.141","31.7","20.5","18.8","12.4","11.1","1.7","2.6","0.8","0.2",".","",".","",".","0.2","0.2",".","."
"Special","11","3.211","45.5","9.1","9.1",".","9.1",".","9.1","18.2",".",".","",".","",".",".",".",".","."
"Graduate","65","3.757","52.3","10.8","6.2","1.5","1.5",".",".","24.6","1.5",".","",".","",".","1.5",".",".","."
"Prof Yr 2","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","736","3.185","33.7","19.4","17.7","11.3","10.2","1.5","2.4","3.1","0.3",".","",".","",".","0.3","0.1",".","."
