"","990
035","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","44","",".",".",".",".",".",".",".","86.4","2.3",".",".","9.1","",".",".","2.3","."
"FOOD SCI
390","Dept. Total","1133","3.220","32.6","17.2","16.9","8.1","7.1","2.8","0.6","6.5","0.1","7.5","0.2","0.4","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.018","19.0","14.3","22.6","10.7","8.3","4.8",".",".",".","20.2",".",".","",".",".",".","."
"Sophomore","","286","3.287","33.2","25.9","14.3","11.2","5.9","2.4","0.7",".",".","6.3",".",".","",".",".",".","."
"Junior","","258","3.234","34.5","19.8","16.3","8.5","6.6","4.3",".","0.8",".","8.5","0.8",".","",".",".",".","."
"Senior","","388","3.149","36.1","13.7","20.1","7.5","9.8","2.6","1.3","2.3",".","6.7",".",".","",".",".",".","."
"Undergraduates","","1016","3.203","33.5","18.7","17.7","9.1","7.8","3.1","0.7","1.1",".","8.2","0.2",".","",".",".",".","."
"Special","","7","3.441","28.6","14.3","42.9",".",".",".",".",".",".","14.3",".",".","",".",".",".","."
"Graduate","","108","3.689","23.1","3.7","7.4",".","0.9",".",".","58.3","0.9","0.9",".","3.7","",".",".","0.9","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1133","3.220","32.6","17.2","16.9","8.1","7.1","2.8","0.6","6.5","0.1","7.5","0.2","0.4","",".",".","0.1","."
