"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","412","2.627","15.3","8.0","26.7","13.1","25.2","10.2","1.5",".",".",".",".",".",".",".",".","."
"","101
002","407","2.655","14.0","8.1","30.7","11.8","25.6","8.4","1.5",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","819","2.641","14.7","8.1","28.7","12.5","25.4","9.3","1.5",".",".",".",".",".",".",".",".","."
"","102
001","19","2.895","10.5","15.8","36.8","15.8","21.1",".",".",".",".",".",".",".",".",".",".","."
"","102
002","27","3.389","40.7","25.9","25.9",".",".","7.4",".",".",".",".",".",".",".",".",".","."
"","102
003","25","3.440","40.0","36.0","16.0","4.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"","102
004","28","3.429","32.1","32.1","25.0","10.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","27","3.296","18.5","37.0","33.3","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"","006
102","26","3.212","19.2","15.4","57.7","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","007
102","26","3.327","26.9","26.9","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","102
008","26","3.596","53.8","19.2","23.1",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","102
009","26","3.308","23.1","34.6","23.1","19.2",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","26","3.558","38.5","38.5","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","26","3.538","38.5","42.3","11.5","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","012
102","26","3.538","42.3","30.8","19.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","29","3.569","44.8","31.0","20.7",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","102
014","27","3.463","37.0","22.2","37.0","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","24","3.563","25.0","62.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","26","3.519","34.6","38.5","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","017
102","28","3.000","14.3","14.3","35.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"","102
018","23","3.174","13.0","30.4","39.1","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
019","24","2.792",".","20.8","41.7","12.5","25.0",".",".",".",".",".",".",".",".",".",".","."
"","102
020","20","3.400","20.0","55.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102
021","27","3.519","40.7","29.6","22.2","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","102
022","19","3.447","36.8","31.6","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","023
102","24","3.396","29.2","33.3","29.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","579","3.370","30.1","31.3","27.3","6.9","4.0","0.3","0.2",".",".",".",".",".",".",".",".","."
"","001
151","198","2.833","17.2","12.6","34.8","7.6","20.2","6.6","1.0",".",".",".",".",".",".",".",".","."
"","151
002","196","2.992","16.8","14.3","46.4","5.6","13.3","2.0","1.5",".",".",".",".",".",".",".",".","."
"","003
151","223","3.002","15.2","11.2","51.6","6.3","14.3","0.9","0.4",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","617","2.945","16.4","12.6","44.6","6.5","15.9","3.1","1.0",".",".",".",".",".",".",".",".","."
"Introductory Biology","001
152","175","3.157","30.9","12.0","38.3","4.6","11.4","1.1","1.7",".",".",".",".",".",".",".",".","."
"Heredity","160
001","16","2.969","37.5","12.5","18.8","6.3","12.5","6.3","6.3",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","35","2.957","31.4","5.7","22.9","14.3","20.0","5.7",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","18","3.111","44.4","11.1","22.2","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","134","2.573","15.7","0.7","32.8","4.5","34.3","6.0","3.0","2.2",".",".",".",".",".",".","0.7","."
"","316
001","18","3.361","27.8","33.3","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","316
002","22","3.114","22.7","31.8","18.2","18.2","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","316
003","21","3.190","52.4","9.5","9.5","9.5","9.5","4.8","4.8",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","61","3.213","34.4","24.6","18.0","11.5","6.6","1.6","3.3",".",".",".",".",".",".",".",".","."
"Ethology","330
001","89","2.716","15.7","16.9","20.2","14.6","21.3","6.7","3.4",".",".",".",".",".",".",".","1.1","."
"Extinction of Species","001
360","174","3.379","28.2","29.3","36.2","2.9","3.4",".",".",".",".",".",".",".",".",".",".","."
"Medical Entomology","371
001","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Proseminar","380
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 319 of 399",""
