"TERM : 1052","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2004-2005","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","433","3.523","39.3","20.3","18.0","3.7","0.7","0.7","0.2","14.8","",".",".","",".","1.6","0.2",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","15","3.133","20.0","46.7","13.3","6.7",".","13.3",".",".","",".",".","",".",".",".",".",".","."
"Junior","","42","3.100","16.7","21.4","40.5","14.3","4.8","2.4",".",".","",".",".","",".",".",".",".",".","."
"Senior","","66","3.432","42.4","24.2","18.2","13.6",".",".","1.5",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","123","3.283","30.9","26.0","25.2","13.0","1.6","2.4","0.8",".","",".",".","",".",".",".",".",".","."
"Special","","6","3.583","33.3","50.0","16.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","154","3.809","39.6","9.1","4.5",".",".",".",".","40.9","",".",".","",".","3.9","0.6",".","1.3","."
"Prof Yr 1","","146","3.589","46.6","26.0","26.7",".","0.7",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","4","3.571","25.0","25.0",".",".",".",".",".","25.0","",".",".","",".","25.0",".",".",".","."
"Professionals","","150","3.589","46.0","26.0","26.0",".","0.7",".",".","0.7","",".",".","",".","0.7",".",".",".","."
"","Dept. Total","433","3.523","39.3","20.3","18.0","3.7","0.7","0.7","0.2","14.8","",".",".","",".","1.6","0.2",".","0.5","."
