"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
002","36","2.931","19.4","8.3","50.0",".","13.9","8.3",".",".",".",".",".",".",".",".",".","."
"","100
003","34","2.353","8.8","5.9","38.2","5.9","23.5","2.9","14.7",".",".",".",".",".",".",".",".","."
"","100
005","42","3.190","23.8","7.1","59.5","2.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
007","42","3.179","35.7","7.1","45.2",".","4.8","4.8","2.4",".",".",".",".",".",".",".",".","."
"","100
008","25","2.860","12.0",".","60.0","12.0","12.0","4.0",".",".",".",".",".",".",".",".",".","."
"","009
100","42","2.929","26.2","4.8","47.6",".","11.9","4.8","4.8",".",".",".",".",".",".",".",".","."
"","010
100","35","2.614","17.1","8.6","34.3",".","22.9","14.3","2.9",".",".",".",".",".",".",".",".","."
"","011
100","31","2.935","19.4","6.5","54.8",".","12.9","3.2","3.2",".",".",".",".",".",".",".",".","."
"","012
100","26","2.904","19.2",".","53.8","3.8","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"","100
013","42","2.595","9.5",".","50.0","4.8","26.2","7.1","2.4",".",".",".",".",".",".",".",".","."
"","100
014","31","2.855","16.1","3.2","54.8",".","22.6",".","3.2",".",".",".",".",".",".",".",".","."
"","100
015","42","2.638","7.1","4.8","45.2","7.1","26.2",".","4.8","2.4","2.4",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","428","2.837","18.2","4.9","49.1","2.8","16.8","4.4","3.3","0.2","0.2",".",".",".",".",".",".","."
"","211
002","32","3.453","50.0","9.4","31.3","6.3",".","3.1",".",".",".",".",".",".",".",".",".","."
"","211
003","44","3.216","34.1","11.4","40.9",".","11.4",".","2.3",".",".",".",".",".",".",".",".","."
"","211
004","44","3.432","47.7","2.3","43.2","2.3","4.5",".",".",".",".",".",".",".",".",".",".","."
"","005
211","43","3.070","30.2","2.3","51.2","2.3","4.7","9.3",".",".",".",".",".",".",".",".",".","."
"","211
006","35","2.843","20.0","5.7","45.7","8.6","11.4","2.9","5.7",".",".",".",".",".",".",".",".","."
"","211
007","40","3.100","32.5","5.0","47.5",".","7.5","5.0","2.5",".",".",".",".",".",".",".",".","."
"","008
211","42","3.167","33.3","4.8","50.0",".","4.8","7.1",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","280","3.184","35.4","5.7","44.6","2.5","6.4","3.9","1.4",".",".",".",".",".",".",".",".","."
"","300
002","43","3.163","32.6","18.6","16.3","14.0","18.6",".",".",".",".",".",".",".",".",".",".","."
"","300
003","44","3.205","22.7","27.3","29.5","9.1","11.4",".",".",".",".",".",".",".",".",".",".","."
"","004
300","43","3.143","27.9","16.3","32.6","11.6","4.7","2.3","2.3","2.3",".",".",".",".",".",".",".","."
"","005
300","45","3.159","28.9","11.1","35.6","11.1","8.9","2.2",".","2.2",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","175","3.168","28.0","18.3","28.6","11.4","10.9","1.1","0.6","1.1",".",".",".",".",".",".",".","."
"","301
001","48","3.404","25.0","43.8","18.8","6.3","4.2",".",".",".","2.1",".",".",".",".",".",".","."
"","301
002","42","3.262","23.8","14.3","54.8","4.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"","301
003","31","3.210","22.6","35.5","25.8","6.5","3.2","6.5",".",".",".",".",".",".",".",".",".","."
"","301
004","44","3.500","29.5","40.9","29.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","165","3.357","25.5","33.9","32.1","4.2","2.4","1.2",".",".","0.6",".",".",".",".",".",".","."
"","001
302","39","3.244","33.3","12.8","38.5","10.3","2.6",".","2.6",".",".",".",".",".",".",".",".","."
"","002
302","32","3.234","21.9","12.5","59.4","3.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","71","3.239","28.2","12.7","47.9","7.0","2.8",".","1.4",".",".",".",".",".",".",".",".","."
"","310
001","12","3.000","8.3","25.0","33.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".","."
"","310
002","38","3.145","18.4","18.4","44.7","10.5","7.9",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","50","3.110","16.0","20.0","42.0","14.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","27","3.167","14.8","48.1","14.8","7.4","11.1","3.7",".",".",".",".",".",".",".",".",".","."
"","340
001","40","3.163","20.0","20.0","40.0","12.5","7.5",".",".",".",".",".",".",".",".",".",".","."
"","002
340","33","3.258","27.3","18.2","42.4","3.0","9.1",".",".",".",".",".",".",".",".",".",".","."
"","340
003","17","3.294","29.4","11.8","52.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Accounting Systems","Course Total","90","3.222","24.4","17.8","43.3","6.7","7.8",".",".",".",".",".",".",".",".",".",".","."
"","406
001","25","3.320","36.0",".","60.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","406
002","15","3.200","26.7",".","66.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 51 of 399"
