"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","332","3.709","69.3","14.8","9.9","3.3","1.5","0.3","",".","0.3","",".",".",".","",".","0.3",".","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","56","3.602","62.5","12.5","17.9","1.8","3.6","1.8","",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","88","3.422","47.7","21.6","17.0","8.0","3.4",".","",".","1.1","",".",".",".","",".","1.1",".",".","."
"Junior","","80","3.771","75.0","18.8","3.8","2.5",".",".","",".",".","",".",".",".","",".",".",".",".","."
"Senior","","105","3.887","88.6","5.7","4.8","1.0",".",".","",".",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","329","3.711","69.9","14.3","10.0","3.3","1.5","0.3","",".","0.3","",".",".",".","",".","0.3",".",".","."
"Special","","2","3.500",".","50.0",".",".",".",".","",".",".","",".",".",".","",".",".",".","50.0","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".",".","",".",".",".",".","."
"","College Total","332","3.709","69.3","14.8","9.9","3.3","1.5","0.3","",".","0.3","",".",".",".","",".","0.3",".","0.3","."
