"L&S","","","","","","","","","","","","","","","","","","","","",""
"","ATMOSPHERIC & OCEANIC SCIE Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"","100","001","","296","2.973","23.6","25.7","18.2","10.8","10.5","5.1","4.4","1.4",".",".",".",".","0.3",".",".","."
"","100","002","","240","2.646","15.8","13.3","17.5","22.5","17.1","8.3","4.2","0.8",".",".",".",".",".","0.4",".","."
"Weather and Climate","","Course Total","","536","2.826","20.1","20.1","17.9","16.0","13.4","6.5","4.3","1.1",".",".",".",".","0.2","0.2",".","."
"Weather and Climate","101","001","","93","3.457","35.5","35.5","18.3","8.6","1.1","1.1",".",".",".",".",".",".",".",".",".","."
"Survey of Oceanography","105","001","","38","2.908","13.2","23.7","31.6","10.5","13.2","7.9",".",".",".",".",".",".",".",".",".","."
"Atmspherc Envirnmnt&Society","121","001","","77","2.851","24.7","9.1","19.5","23.4","16.9","3.9","2.6",".",".",".",".",".",".",".",".","."
"Global Chg: Atmospheric Iss","171","001","","25","3.188","40.0","12.0","16.0","8.0","12.0","8.0",".","4.0",".",".",".",".",".",".",".","."
"Dynamics-Atmosphere&Ocean I","310","001","","35","2.162","8.6","11.4","8.6","14.3","22.9","28.6","2.9","2.9",".",".",".",".",".",".",".","."
"Physics-Atmosphere&Ocean I","330","001","","33","3.061","27.3","15.2","21.2","15.2","21.2",".",".",".",".",".",".",".",".",".",".","."
"Climatic Environments-Past","331","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Global Climate Processes","425","001","","10","3.167","20.0","20.0","20.0","30.0",".",".",".","10.0",".",".",".",".",".",".",".","."
"Radar Meteorology","444","001","","19","3.500","47.4","15.8","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Syn Lab I:Frontal Cyclone","452","001","","20","3.050","25.0","15.0","20.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"Teachr Wkshp-Earth Sys Sci-Web","509","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Bioclimatology","520","001","","10","3.556","30.0","40.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Environmental Biophysics","532","001","","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Geophys Fluid Dynamics I","610","001","","16","3.563","43.8","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Electronic Aids to Measmnt","623","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Atm & Ocn Physics","630","001","","20","3.375","15.0","55.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Intro-Physical Oceanography","660","001","","13","3.292","30.8","15.4","30.8","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","681","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Directed Study","698","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","7","3.467","57.1",".","28.6",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"Gen Circulatn of Atmosphere","712","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Theoretical Meteor","801","001","","17","3.794","88.2","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","907","001","","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","907","002","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:Research Presentations","","Course Total","","47","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar-Climatology","925","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Seminar-Physical Meteorology","935","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Oceanography","965","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 258 of 399",""
