"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"400","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"400","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Biology","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"430
Compar Anatomy-Vertebrates","001","","103","2.847","16.5","13.6","27.2","14.6","22.3","2.9","1.0","1.0","1.0",".",".",".",".",".",".","."
"460
General Ecology","001","","59","2.958","25.4","6.8","35.6","8.5","18.6","5.1",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","40","2.500","5.0","25.0","20.0","15.0","17.5","10.0","7.5",".",".",".",".",".",".",".",".","."
"523
Neurobiology","001","","119","3.429","37.0","30.3","21.8","3.4","7.6",".",".",".",".",".",".",".",".",".",".","."
"540
Theoretical Ecology","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Lab-Developmental Biology","001","","18","3.639","55.6","27.8","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"570
Cell Biology","001","","199","2.937","25.6","6.0","35.2","2.5","27.6","1.5","1.0","0.5",".",".",".",".",".",".",".","."
"603
Endocrinology","001","","42","3.274","47.6","9.5","23.8","2.4","11.9","2.4","2.4",".",".",".",".",".",".",".",".","."
"619
Biology of Mind","001","","33","3.182","24.2","33.3","24.2","9.1","3.0","3.0","3.0",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"679
Thesis Progress Seminar","001","","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","3.913","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"691","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"692
Senior Thesis","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","048","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","059","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Directed Study","Course Total","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","23","3.947","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","4","***","","","","","","","","","",".",".",".",".",".",".","."
