"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","262","3.495","43.5","22.9","21.0","3.4","4.2","0.4","",".","3.4","",".",".","",".","0.4","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","2.792","9.1","9.1","45.5",".","18.2","9.1","",".","9.1","",".",".","",".",".",".",".",".","."
"Junior","","15","3.289","26.7","13.3","46.7","13.3",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","30","3.074","23.3","16.7","26.7","6.7","23.3",".","",".","3.3","",".",".","",".",".",".",".",".","."
"Undergraduates","","56","3.085","21.4","14.3","35.7","7.1","16.1","1.8","",".","3.6","",".",".","",".",".",".",".",".","."
"Special","","11","3.393","18.2","36.4","18.2","9.1",".",".","",".","18.2","",".",".","",".",".",".",".",".","."
"Graduate","","195","3.638","51.3","24.6","16.9","2.1","1.0",".","",".","2.6","",".",".","",".","0.5","0.5",".","0.5","."
"","Dept. Total","262","3.495","43.5","22.9","21.0","3.4","4.2","0.4","",".","3.4","",".",".","",".","0.4","0.4",".","0.4","."
