"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Couns Psych Practicum","Course Total","3","***","","","","","","","","","","","","","","","",""
"Smr-Counseling Psychology","925
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Methods in Cnsl Psych","950
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch-Training & Supervision","953
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch-Voc Psych & Career Dev","956
001","11","3.900","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","990
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"","990
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
027","15","",".",".",".",".",".",".",".","73.3",".",".",".","26.7",".",".",".","."
"","990
028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
029","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research or Thesis","Course Total","41","",".",".",".",".",".",".",".","80.5",".",".",".","17.1",".",".","2.4","."
"","999
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","",""
"COUN PSY
270","Dept. Total","558","3.757","64.3","14.5","6.1","2.0","0.2","0.4","0.2","6.1",".","3.6",".","1.3","0.9","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.800","84.0","8.0","2.0","4.0",".",".","2.0",".",".",".",".",".",".",".",".","."
"Sophomore","","54","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","64","3.633","71.9","15.6","9.4","1.6","1.6",".",".",".",".",".",".",".",".",".",".","."
"Senior","","108","3.434","40.7","33.3","14.8","7.4",".","1.9",".","0.9",".",".",".",".",".","0.9",".","."
"Undergraduates","","276","3.578","66.7","18.8","8.3","4.0","0.4","0.7","0.4","0.4",".",".",".",".",".","0.4",".","."
"Special","","14","3.727","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","268","3.894","61.6","10.1","3.4",".",".",".",".","12.3",".","7.5",".","2.6","1.9",".","0.4","."
"","Dept. Total","558","3.757","64.3","14.5","6.1","2.0","0.2","0.4","0.2","6.1",".","3.6",".","1.3","0.9","0.2","0.2","."
