"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","15","3.714","60.0","20.0","6.7","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"Intro Naval Lab I","175
001","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","17","3.235","29.4","23.5","17.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab I","275
001","23","3.826","82.6",".","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations I","301
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Land Campaigns","351
001","14","3.321","35.7","14.3","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab I","375
001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Weapons","401
001","16","3.833","62.5","31.3",".",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"Advanced Naval Laboratory I","475
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab I","575
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","137","3.615","69.3","11.7","10.9","5.8","0.7",".",".","0.7",".",".",".",".",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.650","66.7","8.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","34","3.282","50.0","11.8","17.6","14.7","2.9",".",".","2.9",".",".",".",".",".",".",".","."
"Junior","","31","3.523","58.1","25.8","9.7","6.5",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","59","3.853","88.1","5.1","5.1","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","136","3.615","69.9","11.8","11.0","5.9","0.7",".",".","0.7",".",".",".",".",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"","Dept. Total","137","3.615","69.3","11.7","10.9","5.8","0.7",".",".","0.7",".",".",".",".",".",".","0.7","."
