"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Lt Tran:Dante-Divine Comedy","253","001","23","3.087","17.4","30.4","39.1","4.3",".","4.3","4.3",".",".",".",".",".",".",".",".","."
"The Medieval Church","312","001","13","3.415","15.4","53.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Kalevala&Finnish Folk-Lore","444","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Studies-Medieval Lit","551","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey German Lit to 1700","611","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","53","3.335","28.3","30.2","32.1","5.7",".","1.9","1.9",".",".",".",".",".",".",".",".","."
