"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Jefferson&Jackson,1789-1848","391","001","65","2.919","13.8","24.6","27.7","15.4","7.7",".","6.2","4.6",".",".",".",".",".",".",".","."
"Women in History","392","001","49","3.378","22.4","36.7","34.7","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"Civil War Era, 1848-1877","393","001","67","3.090","26.9","19.4","20.9","6.0","14.9","1.5","3.0","7.5",".",".",".",".",".",".",".","."
"United States, 1877-1914","395","001","69","3.593","55.1","18.8","17.4","4.3",".",".","1.4","1.4",".",".",".",".",".",".","1.4","."
"Immigratn&Assimlatn-Am Hist","403","001","71","3.159","22.5","21.1","26.8","14.1","4.2","1.4","1.4","7.0",".",".",".",".",".",".","1.4","."
"History-American Education","412","001","61","3.417","31.1","32.8","27.9","3.3","1.6","1.6",".",".",".",".",".",".",".","1.6",".","."
"Early Medieval Europe,300-1000","413","001","27","3.000","11.1","14.8","37.0","22.2","7.4",".",".",".",".",".",".",".",".","7.4",".","."
"History of Russia","417","001","60","3.000","16.7","23.3","30.0","15.0","8.3","1.7","3.3",".",".",".",".",".",".",".","1.7","."
"History of Soviet Russia","419","001","70","3.153","25.7","27.1","24.3","12.9","5.7","1.4","2.9",".",".",".",".",".",".",".",".","."
"Amer Foreign Rel, 1763-1901","433","001","78","3.347","21.8","42.3","20.5","6.4","3.8","1.3",".","1.3",".",".",".",".","1.3","1.3",".","."
"History of North Africa","440","001","28","3.115","21.4","32.1","17.9","14.3","10.7","3.6",".",".",".",".",".",".",".",".",".","."
"Rev&Conflict-Mod Latin Amer","441","001","62","3.203","25.8","21.0","24.2","14.5","9.7",".",".",".",".",".",".",".",".","4.8",".","."
"History of Southern Africa","446","001","36","3.267","30.6","27.8","27.8","2.8","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"Hist Southeast Asia to 1800","457","001","36","2.986","22.2","22.2","25.0","13.9","8.3","5.6","2.8",".",".",".",".",".",".",".",".","."
"Amer Environmental History","460","001","117","3.310","23.1","28.2","35.0","6.0","4.3",".",".","3.4",".",".",".",".",".",".",".","."
"The American West to 1850","461","001","103","3.490","35.0","41.7","14.6","1.0","2.9","1.0","1.0","1.9",".",".",".",".","1.0",".",".","."
"Topics in S Asian History","463","001","15","3.400","40.0","20.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Dimensions of Material Culture","464","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"American Economy to 1865","465","001","8","3.063","25.0","25.0","25.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
"Eur Soc Hist 1914-Present","475","001","63","3.151","23.8","22.2","28.6","12.7","9.5",".","1.6","1.6",".",".",".",".",".",".",".","."
"Reading Seminar in History","500","002","6","2.333","33.3",".","33.3",".",".",".","33.3",".",".",".",".",".",".",".",".","."
"Health, Disease&Healing II","508","001","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Religion-Ancient Mediterranean","517","001","20","3.083","20.0","30.0","10.0","15.0","10.0","5.0",".","10.0",".",".",".",".",".",".",".","."
"World & The West from 1492","525","001","31","3.000","16.1","16.1","35.5","9.7","19.4",".",".","3.2",".",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550","001","19","3.316","15.8","47.4","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Hist of Mass Communication","560","001","28","2.786","10.7","21.4","32.1","14.3","10.7","7.1","3.6",".",".",".",".",".",".",".",".","."
"Greek & Roman Med & Phcy","561","001","15","2.667","6.7",".","66.7",".","13.3","13.3",".",".",".",".",".",".",".",".",".","."
"","600","002","12","3.542","41.7","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","600","003","15","3.607","46.7","20.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","6.7"
"","600","004","16","3.633","56.3","6.3","31.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","600","005","15","3.033","13.3","40.0","6.7","33.3",".","6.7",".",".",".",".",".",".",".",".",".","."
"","600","006","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","007","13","3.808","76.9","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","008","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","009","12","3.317","33.3","33.3","8.3","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","600","010","15","3.133","20.0","26.7","46.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","600","011","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","012","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","013","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","600","014","7","3.143","28.6","14.3","14.3","42.9",".",".",".",".",".",".",".",".",".",".",".","."
"","600","015","14","3.286","14.3","35.7","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 221 of 399",""
