"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","21","2.524","19.0","9.5","14.3","19.0","19.0","14.3","4.8",".",".",".",".",".",".",".",".","."
"","101
002","21","2.976","28.6","9.5","28.6","14.3","9.5","9.5",".",".",".",".",".",".",".",".",".","."
"","003
101","21","2.925","14.3","28.6","9.5","23.8","14.3","4.8",".",".",".",".",".",".",".",".",".","4.8"
"Intermediate Algebra","Course Total","63","2.806","20.6","15.9","17.5","19.0","14.3","9.5","1.6",".",".",".",".",".",".",".",".","1.6"
"","112
001","25","2.320","12.0","12.0","16.0","4.0","32.0","20.0","4.0",".",".",".",".",".",".",".",".","."
"","112
002","21","2.238","9.5","4.8","23.8","4.8","33.3","19.0","4.8",".",".",".",".",".",".",".",".","."
"","003
112","23","2.696","17.4","13.0","13.0","13.0","39.1","4.3",".",".",".",".",".",".",".",".",".","."
"","112
004","23","2.891","26.1","17.4","21.7","4.3","17.4","13.0",".",".",".",".",".",".",".",".",".","."
"","112
005","20","2.200","10.0",".","15.0","10.0","50.0","10.0","5.0",".",".",".",".",".",".",".",".","."
"","112
006","24","2.458","25.0","8.3","12.5","8.3","20.8","16.7","8.3",".",".",".",".",".",".",".",".","."
"","112
007","25","2.480","16.0",".","24.0","16.0","28.0","16.0",".",".",".",".",".",".",".",".",".","."
"","008
112","24","2.333","8.3","4.2","20.8","12.5","41.7","8.3","4.2",".",".",".",".",".",".",".",".","."
"","009
112","23","2.500","17.4","13.0","13.0","8.7","34.8","4.3","8.7",".",".",".",".",".",".",".",".","."
"","112
010","23","3.000","34.8","21.7","13.0","4.3","13.0","8.7","4.3",".",".",".",".",".",".",".",".","."
"","112
011","22","2.750","22.7","22.7","9.1","9.1","27.3",".","9.1",".",".",".",".",".",".",".",".","."
"","112
012","21","2.048","4.8",".","33.3",".","38.1","9.5","14.3",".",".",".",".",".",".",".",".","."
"","112
013","23","3.043","34.8","8.7","30.4",".","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"","112
014","20","2.300","10.0","10.0","25.0",".","30.0","20.0","5.0",".",".",".",".",".",".",".",".","."
"","112
015","18","2.250",".",".","33.3","5.6","50.0","11.1",".",".",".",".",".",".",".",".",".","."
"","016
112","24","2.375","12.5",".","16.7","16.7","45.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","112
017","23","2.413","13.0","8.7","17.4","4.3","47.8",".","8.7",".",".",".",".",".",".",".",".","."
"","018
112","22","2.682","27.3","4.5","18.2","4.5","36.4","4.5","4.5",".",".",".",".",".",".",".",".","."
"","112
019","21","2.500","19.0",".","28.6","14.3","23.8","4.8","9.5",".",".",".",".",".",".",".",".","."
"","112
020","23","2.043","8.7","13.0",".","4.3","43.5","26.1","4.3",".",".",".",".",".",".",".",".","."
"","112
021","20","2.175","10.0",".","30.0","5.0","30.0","15.0","10.0",".",".",".",".",".",".",".",".","."
"","112
022","22","2.182","9.1","4.5","22.7","13.6","27.3","9.1","13.6",".",".",".",".",".",".",".",".","."
"","023
112","18","2.667","22.2","11.1","11.1","11.1","38.9",".","5.6",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","508","2.464","16.3","7.9","19.3","7.7","33.3","9.8","5.7",".",".",".",".",".",".",".",".","."
"","113
001","18","2.417","11.1","11.1","33.3","16.7","5.6","5.6","16.7",".",".",".",".",".",".",".",".","."
"","113
003","20","2.575","20.0","5.0","30.0","20.0","5.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"","113
004","22","2.909","22.7","9.1","22.7","27.3","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","113
006","22","2.864","13.6","31.8","18.2","13.6","13.6","4.5","4.5",".",".",".",".",".",".",".",".","."
"","007
113","21","2.500","9.5","4.8","38.1","19.0","9.5","14.3","4.8",".",".",".",".",".",".",".",".","."
"","113
008","23","2.913","21.7","17.4","30.4","8.7","8.7","13.0",".",".",".",".",".",".",".",".",".","."
"","009
113","23","2.205","4.3","8.7","26.1","13.0","13.0","26.1","4.3",".",".",".",".",".",".","4.3",".","."
"","113
010","19","2.526","15.8","5.3","42.1","5.3","5.3","21.1","5.3",".",".",".",".",".",".",".",".","."
"","011
113","23","2.717","17.4","13.0","21.7","17.4","21.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","113
012","23","2.522","13.0","4.3","30.4","21.7","13.0","13.0","4.3",".",".",".",".",".",".",".",".","."
"","113
013","18","2.250","5.6","5.6","33.3","11.1","22.2","11.1","11.1",".",".",".",".",".",".",".",".","."
"","113
014","20","2.950","20.0","20.0","30.0","20.0",".","5.0","5.0",".",".",".",".",".",".",".",".","."
"","113
015","23","2.413","8.7","8.7","30.4","13.0","21.7","8.7","8.7",".",".",".",".",".",".",".",".","."
"","113
017","20","2.975","40.0","20.0","15.0","5.0","5.0",".","15.0",".",".",".",".",".",".",".",".","."
"","113
018","17","2.618","23.5","5.9","23.5","23.5","5.9","5.9","11.8",".",".",".",".",".",".",".",".","."
"","019
113","24","2.708","12.5","12.5","20.8","29.2","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"","113
021","20","3.100","30.0","25.0","15.0","5.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","113
022","20","2.895","30.0","10.0","20.0","10.0","15.0","5.0","5.0",".",".",".",".",".","5.0",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 251 of 399",""
