"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Ensemble-Percussion","Course Total","19","3.868","89.5",".","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","269
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
008","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-String","Course Total","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Guitar","270
001","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","101
271","9","3.222","22.2","33.3","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","271
102","9","3.167",".","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","103
271","11","3.182","18.2","18.2","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","271
104","11","3.227","9.1","54.5","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 3","Course Total","40","3.200","12.5","42.5","22.5","17.5","5.0",".",".",".",".",".",".",".",".",".",".","."
"Contemp Chamber Ensemble","273
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Philomusica","275
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Black Mus(1920-Pres)-Trumpt","310
001","41","3.280","17.1","41.5","29.3","9.8",".","2.4",".",".",".",".",".",".",".",".",".","."
"African-Am Mus-Hist Perspectv","316
001","8","3.143","12.5","25.0","25.0","25.0",".",".",".","12.5",".",".",".",".",".",".",".","."
"Gender and Music","317
001","22","3.262","27.3","9.1","45.5","13.6",".",".",".","4.5",".",".",".",".",".",".",".","."
"Jazz Improvisation","331
001","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pedagogy","340
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-String Pedagogy","345
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
001","11","3.636","72.7",".","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","361
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Non-Western Music Performnc","Course Total","23","3.826","87.0",".","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","40
001","43","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","40
002","62","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wind Ensemble","Course Total","105","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","41
001","108","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","41
002","103","3.961","99.0",".",".",".",".",".","1.0",".",".",".",".",".",".",".",".","."
"","003
41","94","3.936","88.3","10.6","1.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bands","Course Total","305","3.967","96.1","3.3","0.3",".",".",".","0.3",".",".",".",".",".",".",".",".","."
"Survey Music-Middle Ages","411
001","24","3.500","37.5","8.3","37.5",".",".",".",".","12.5",".",".",".",".",".",".","4.2","."
"Survey Music-Baroque Era","413
001","18","3.500","44.4","11.1","16.7","5.6","5.6",".",".","5.6",".",".",".",".",".",".","11.1","."
"Varsity Band","42
001","263","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Collegium Musicum","461
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","497
002","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","497
003","11","3.591","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","497
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","497
005","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","497
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","497
007","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","497
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Music","Course Total","54","3.851","83.3","9.3","5.6","1.9",".",".",".",".",".",".",".",".",".",".",".","."
