"","999
040","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
048","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
050","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
070","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading","Course Total","16","3.918","68.8","6.3","6.3",".",".",".",".","12.5","",".",".","",".","",".","6.3",".",".","."
"SOC WORK
896","Dept. Total","1318","3.733","67.1","18.5","8.3","1.4","1.1","0.3","0.8","2.0","",".",".","",".","",".","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.200","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","86","3.592","53.5","25.6","10.5","4.7","4.7",".","1.2",".","",".",".","",".","",".",".",".",".","."
"Junior","","197","3.618","63.5","18.3","9.6","1.5","2.0","1.5","2.0","1.0","",".",".","",".","",".",".","0.5",".","."
"Senior","","249","3.623","62.7","20.1","9.2","2.8","2.4","0.4","2.4",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","534","3.614","61.4","20.2","9.7","2.6","2.6","0.7","2.1","0.4","",".",".","",".","",".",".","0.2",".","."
"Special","","15","3.933","26.7","6.7",".",".",".",".",".","60.0","",".",".","",".","",".",".",".","6.7","."
"Graduate","","762","3.835","71.9","17.6","7.5","0.5",".",".",".","2.0","",".",".","",".","",".","0.5",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","4","3.950","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","7","3.833","71.4","14.3","14.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1318","3.733","67.1","18.5","8.3","1.4","1.1","0.3","0.8","2.0","",".",".","",".","",".","0.3","0.1","0.1","."
