"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"BOTANY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"Plants, Parasites, & People","123","001","87","3.011","23.0","16.1","27.6","13.8","16.1","3.4",".",".",".",".",".",".",".",".",".","."
"General Botany","130","001","195","2.740","22.6","5.1","29.7","6.7","25.6","7.2","2.6","0.5",".",".",".",".",".",".",".","."
"","151","001","16","2.563","12.5","18.8","12.5","18.8","18.8","18.8",".",".",".",".",".",".",".",".",".","."
"","151","002","27","3.093","33.3","11.1","29.6","7.4","11.1","7.4",".",".",".",".",".",".",".",".",".","."
"","151","003","9","2.556","11.1",".","55.6",".","22.2",".","11.1",".",".",".",".",".",".",".",".","."
"Introductory Biology","","Course Total","52","2.837","23.1","11.5","28.8","9.6","15.4","9.6","1.9",".",".",".",".",".",".",".",".","."
"Introductory Biology","152","001","23","3.217","30.4","4.3","47.8","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"Heredity","160","001","11","2.545","18.2","18.2","18.2",".","27.3","9.1","9.1",".",".",".",".",".",".",".",".","."
"Plants and Man","240","001","58","3.034","20.7","15.5","29.3","10.3","19.0","1.7",".","1.7",".",".",".",".",".","1.7",".","."
"Introductory Ecology","260","001","66","2.811","21.2","7.6","22.7","18.2","27.3","1.5","1.5",".",".",".",".",".",".",".",".","."
"Plant Anatomy","300","001","25","3.440","36.0","32.0","24.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"Algae","330","001","11","3.818","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Plant Systematics","400","001","45","3.330","44.4","11.1","20.0","13.3","6.7","2.2",".","2.2",".",".",".",".",".",".",".","."
"","402","001","14","3.214","35.7","7.1","35.7","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","402","002","11","2.909","18.2","9.1","36.4","9.1","27.3",".",".",".",".",".",".",".",".",".",".","."
"Dendrology","","Course Total","25","3.080","28.0","8.0","36.0","8.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Field Collectns&Identifictn","403","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Tropical Plant Diversity","430","001","21","3.595","42.9","33.3","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Ecology","460","001","29","2.638","13.8","3.4","34.5","6.9","37.9",".","3.4",".",".",".",".",".",".",".",".","."
"General Genetics","466","001","7","2.643","14.3","14.3","14.3","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".","."
"Special Topics","575","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Mineral Nutrition of Plants","626","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adaptive Restoration Lab","670","002","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","18","3.922","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regul Mechanisms-Plant Dev","840","001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Plant Physiology","960","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research-Phycology","990","028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Mycology","993","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","994","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
