"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Intro to Discrete Mathematics","240
001","40","2.756","22.5","10.0","20.0","7.5","30.0","5.0","2.5",".",".",".",".",".",".","2.5",".","."
"","302
001","67","2.826","20.9","16.4","19.4","17.9","14.9","4.5","4.5",".",".",".",".",".",".","1.5",".","."
"","302
002","84","2.729","23.8","13.1","15.5","16.7","16.7","7.1","6.0","1.2",".",".",".",".",".",".",".","."
"","004
302","12","2.292","8.3","25.0",".","16.7","25.0","16.7","8.3",".",".",".",".",".",".",".",".","."
"","302
005","19","2.605","31.6","5.3","15.8","10.5","15.8","10.5","10.5",".",".",".",".",".",".",".",".","."
"","302
006","12","1.917",".","8.3","41.7","8.3",".","16.7","25.0",".",".",".",".",".",".",".",".","."
"","302
007","15","3.133","46.7","13.3","20.0",".","6.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"","009
302","16","2.750","6.3","37.5","18.8","12.5","12.5","6.3","6.3",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","225","2.709","21.8","15.6","17.8","14.7","14.7","7.6","7.1","0.4",".",".",".",".",".","0.4",".","."
"Prob Solvng Using Computers","310
001","250","3.030","14.0","12.8","52.8","12.4","6.4",".","1.6",".",".",".",".",".",".",".",".","."
"","352
001","23","2.886","17.4","13.0","21.7","26.1","13.0","4.3",".",".",".",".",".",".",".","4.3",".","."
"","352
002","43","2.930","11.6","27.9","25.6","18.6","9.3","7.0",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","66","2.915","13.6","22.7","24.2","21.2","10.6","6.1",".",".",".",".",".",".",".","1.5",".","."
"Machine Organizatn&Progrmng","001
354","45","3.022","15.6","22.2","37.8","4.4","17.8","2.2",".",".",".",".",".",".",".",".",".","."
"","367
001","40","2.350","10.0","12.5","17.5","12.5","27.5","12.5","7.5",".",".",".",".",".",".",".",".","."
"","002
367","49","2.885","16.3","18.4","20.4","28.6","10.2",".","4.1","2.0",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","89","2.642","13.5","15.7","19.1","21.3","18.0","5.6","5.6","1.1",".",".",".",".",".",".",".","."
"Learn New Programming Lang","368
001","35","",".",".",".",".",".",".",".",".",".","97.1","2.9",".",".",".",".","."
"Intro to Numerical Methods","412
001","55","2.673","20.0","14.5","21.8","10.9","18.2","7.3","7.3",".",".",".",".",".",".",".",".","."
"","475
001","7","2.571","14.3","14.3","14.3","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".","."
"","475
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","10","2.650","10.0","20.0","20.0","10.0","30.0","10.0",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","001
514","14","3.143","42.9","14.3","28.6",".",".","7.1","7.1",".",".",".",".",".",".",".",".","."
"Intro-Theoretical Comp Sci","001
520","23","3.370","30.4","34.8","26.1","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","35","2.706","14.3","14.3","20.0","20.0","20.0","5.7","2.9","2.9",".",".",".",".",".",".",".","."
"Image Processing","533
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","45","3.000","31.1","20.0","17.8","6.7","11.1","6.7","4.4",".",".",".",".",".",".","2.2",".","."
"","537
001","46","3.474","39.1","30.4","13.0","8.7","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","002
537","42","3.593","42.9","40.5","11.9","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","88","3.531","40.9","35.2","12.5","5.7","3.4",".",".","2.3",".",".",".",".",".",".",".","."
"Thry & Desgn-Progrmg Langs","538
001","29","2.704","34.5","6.9","13.8","13.8","6.9",".","17.2",".",".",".",".",".",".","6.9",".","."
"Intro-Artificl Neural Ntwrk","539
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","540
001","55","3.055","27.3","5.5","36.4","12.7","18.2",".",".",".",".",".",".",".",".",".",".","."
"","540
002","52","2.808","15.4","11.5","32.7","11.5","25.0","1.9","1.9",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","107","2.935","21.5","8.4","34.6","12.1","21.5","0.9","0.9",".",".",".",".",".",".",".",".","."
"Comp Systms Mdlng Fundmntls","547
001","15","3.714","60.0","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".","6.7",".","."
"","552
001","8","3.125","25.0","12.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","002
552","7","2.929","28.6",".","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","Course Total","15","3.033","26.7","6.7","40.0","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"Computer Graphics","001
559","44","3.295","43.2","18.2","15.9","13.6","4.5","2.3","2.3",".",".",".",".",".",".",".",".","."
"Database Mgt Systems","564
001","36","3.150","22.2","27.8","36.1","5.6","5.6",".","2.8",".",".",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","37","3.297","29.7","32.4","27.0",".","8.1",".","2.7",".",".",".",".",".",".",".",".","."
