"L&S","","","","","","","","","","","","","","","","","","","","",""
"","LIBRARY & INFORMATION STUD Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Info Agencies & Their Envir","450","001","","93","3.712","55.9","33.3","6.5","2.2","1.1",".",".",".",".",".",".",".",".",".",".","1.1"
"Fld Mthd&Pub Presntn-Folklr","490","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Organization of Information","551","001","","36","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Information Use and Users","561","001","","38","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Books&Printing","570","001","","29","3.625","58.6","27.6","3.4","3.4",".",".","3.4",".",".",".",".",".","3.4",".",".","."
"Information Sources","571","001","","53","3.774","58.5","37.7","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Music Resrch Mthds & Matls","619","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","620","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620","002","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","","Course Total","","17","3.942","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Library&Informatn St","640","001","","23","3.913","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cataloging & Classification","651","001","","38","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Services Management","654","001","","36","3.986","97.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cyberlaw","663","001","","9","3.813","77.8",".",".","11.1",".",".",".",".",".",".",".",".","11.1",".",".","."
"College & Univ Libraries","722","001","","36","3.771","55.6","38.9","2.8",".",".",".",".",".",".",".",".",".",".",".",".","2.8"
"Corporate&Special Info Serv","732","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Archives Adm","734","001","","22","3.737","54.5","22.7","4.5","4.5",".",".",".","9.1",".",".",".",".","4.5",".",".","."
"Database Dsgn-Lib&Info Agency","751","001","","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lib Serv-Chldrn&Young Adult","772","001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Rsch Meths-L I S","810","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Collections","839","001","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Info Agency Managemt","855","001","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Library & Info Resource","931","001","","8","3.917","62.5","12.5",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"","990","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","9","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","11.1"
"","999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","006","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"","999","008","","6","3.906","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","999","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading & Rsch","","Course Total","","27","3.973","81.5","3.7",".",".",".",".",".",".",".",".",".",".","11.1",".",".","3.7"
