"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","","",""
"Intermediate Fiction Wrkshp","","Course Total","","70","3.771","60.0","34.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302","002","","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","","Course Total","","26","3.827","73.1","19.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303","001","","15","3.567","66.7","20.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","307","001","","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Composition-English Tchrs","309","001","","16","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316","001","","12","3.955","83.3","8.3",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","316","002","","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","","Course Total","","28","3.870","75.0","17.9","3.6",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Writing for the Marketplace","317","001","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","","22","3.477","45.5","22.7","22.7",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","324","001","","27","3.685","51.9","37.0","7.4","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326","001","","12","",".",".",".",".",".",".",".",".",".","91.7",".",".",".","8.3",".","."
"ESL:Prof&Acad Writng Skills","327","001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","005","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","","Course Total","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"English Phonology","330","001","","25","3.520","36.0","44.0","12.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"English Lang Variation in U.S.","331","001","","33","3.455","30.3","42.4","18.2","6.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","333","001","","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","334","001","","24","3.875","79.2","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-English Lang & Linguis","338","001","","26","3.423","23.1","50.0","19.2","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","","30","3.517","36.7","40.0","13.3","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","","28","3.268","32.1","21.4","25.0","10.7","10.7",".",".",".",".",".",".",".",".",".",".","."
"Outstandg Figures-16thc Lit","401","001","","64","3.579","42.2","32.8","20.3","3.1",".",".",".",".",".",".",".",".",".",".",".","1.6"
"","417","001","","32","3.726","46.9","46.9","3.1",".",".",".",".",".",".",".",".",".","3.1",".",".","."
"","417","002","","24","3.043","20.8","12.5","41.7","4.2","12.5","4.2",".","4.2",".",".",".",".",".",".",".","."
"Shakespeare","","Course Total","","56","3.435","35.7","32.1","19.6","1.8","5.4","1.8",".","1.8",".",".",".",".","1.8",".",".","."
"Theme in 18th C Eng Lit","442","001","","27","3.500","33.3","44.4","14.8","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"English Novel: 19th Cent","460","001","","24","3.435","37.5","16.7","37.5",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Romantic Poetry","463","001","","27","3.000","11.1","11.1","55.6","3.7","14.8",".",".","3.7",".",".",".",".",".",".",".","."
"Studies in Romantic Lit","465","001","","29","3.339","31.0","34.5","20.7","3.4","3.4",".","3.4","3.4",".",".",".",".",".",".",".","."
"Theme in 19th C Eng Lit","468","001","","28","3.089","14.3","25.0","35.7","14.3","10.7",".",".",".",".",".",".",".",".",".",".","."
"Victorian Poetry","473","001","","25","3.391","44.0","4.0","36.0","4.0",".","4.0",".",".",".",".",".",".",".",".","4.0","4.0"
"The Irish Literary Revival","477","001","","33","3.297","27.3","33.3","24.2","6.1","3.0",".","3.0","3.0",".",".",".",".",".",".",".","."
"Jr Honors Seminar in Major","481","001","","18","3.333","33.3","44.4","11.1",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"Theme in 20th C Eng Lit","504","001","","26","3.231","26.9","30.8","34.6",".",".","3.8","3.8",".",".",".",".",".",".",".",".","."
"Modern British & Amer Drama","506","008","","31","3.371","38.7","25.8","22.6","9.7",".",".","3.2",".",".",".",".",".",".",".",".","."
"Recent Fiction in English","511","008","","34","3.676","58.8","29.4","8.8",".",".","2.9",".",".",".",".",".",".",".",".",".","."
"Topics in 20C Lit in English","516","008","","30","3.276","20.0","26.7","36.7","13.3",".",".",".","3.3",".",".",".",".",".",".",".","."
