"","990
096","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","102","",".",".",".",".",".",".",".","96.1",".",".",".","2.0",".",".","2.0","."
"PHYSICS
754","Dept. Total","2649","2.996","21.0","18.4","24.9","15.2","12.3","2.3","1.2","3.9",".",".",".","0.1","0.2","0.0","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","157","2.934","21.7","19.1","26.8","11.5","12.7","3.2","3.8",".",".",".",".",".",".",".","0.6","0.6"
"Sophomore","","758","2.935","19.4","18.5","25.3","17.9","13.6","3.0","1.3","0.1",".",".",".",".","0.1",".","0.3","0.4"
"Junior","","948","2.982","18.5","18.8","28.5","17.0","13.6","2.1","0.8","0.1",".",".",".",".","0.2","0.1",".","0.3"
"Senior","","491","2.977","22.6","18.9","22.8","16.3","14.3","2.2","1.8","0.4",".",".",".",".","0.2",".","0.2","0.2"
"Undergraduates","","2354","2.962","19.8","18.7","26.2","16.8","13.7","2.5","1.4","0.2",".",".",".",".","0.2","0.0","0.2","0.3"
"Special","","19","3.136","26.3","21.1","21.1","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"Graduate","","279","3.569","31.2","15.4","14.3","1.1","0.7","0.4",".","35.5",".",".",".","0.7",".",".","0.7","."
"","Dept. Total","2652","2.996","21.1","18.4","24.9","15.2","12.3","2.3","1.2","3.9",".",".",".","0.1","0.2","0.0","0.2","0.3"
