"","990
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","24","",".",".",".",".",".",".",".","62.5",".",".",".","29.2",".",".","8.3","."
"AN SCI
604","Dept. Total","486","3.276","44.7","14.6","18.1","6.6","7.8","1.6","1.2","3.1",".",".",".","1.4","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","108","3.072","24.1","18.5","29.6","8.3","14.8","3.7","0.9",".",".",".",".",".",".",".",".","."
"Sophomore","","63","3.293","38.1","19.0","27.0","9.5","4.8",".","1.6",".",".",".",".",".",".",".",".","."
"Junior","","84","3.058","29.8","17.9","27.4","11.9","10.7",".","2.4",".",".",".",".",".",".",".",".","."
"Senior","","138","3.382","60.9","11.6","10.9","5.1","7.2","2.9","1.4",".",".",".",".",".",".",".",".","."
"Undergraduates","","393","3.203","40.5","16.0","22.1","8.1","9.7","2.0","1.5",".",".",".",".",".",".",".",".","."
"Special","","8","3.841","50.0","25.0",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"Graduate","","93","3.895","66.7","8.6","1.1",".",".",".",".","15.1",".",".",".","7.5",".",".","1.1","."
"Prof Yr 2","","2","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".","50.0","."
"Professionals","","2","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".","50.0","."
"","Dept. Total","496","3.276","45.4","14.7","17.7","6.5","7.7","1.6","1.2","3.0",".",".",".","1.4","0.4",".","0.4","."
