"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10314","3.209","34.4","15.8","17.6","6.8","8.8","2.2","1.1","9.9","0.0","2.0","0.0","0.7","0.2","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1165","2.989","27.8","14.8","20.6","10.7","16.7","3.7","0.9",".",".","4.6",".",".",".","0.1",".","0.1"
"Sophomore","","1381","3.128","34.5","16.1","19.9","10.2","11.0","2.5","1.6",".",".","3.7","0.1","0.1","0.1","0.1","0.1","."
"Junior","","1929","3.117","33.8","17.7","19.4","10.0","11.5","3.2","1.7","0.3",".","2.2","0.1",".","0.1","0.1",".","0.1"
"Senior","","3268","3.202","38.2","17.0","20.8","7.0","9.9","2.8","1.3","0.9",".","1.6",".","0.1",".","0.3","0.1","0.0"
"Undergraduates","","7743","3.135","34.9","16.7","20.3","8.9","11.5","3.0","1.4","0.5",".","2.6","0.0","0.0","0.1","0.2","0.1","0.0"
"Special","","164","3.342","34.1","15.9","23.2","2.4","7.3","0.6","1.8","8.5",".","1.8","0.6",".","1.8","0.6","1.2","."
"Graduate","","2419","3.681","34.6","12.2","8.5","0.3","0.4","0.0",".","39.7","0.2","0.1",".","2.7","0.5",".","0.7","."
"Prof Yr 1","","13","3.500","46.2","15.4","15.4","15.4",".",".",".","7.7",".",".",".",".",".",".",".","."
"Prof Yr 2","","6","3.813","50.0","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".","16.7","."
"Prof Yr 3","","37","3.711","40.5","40.5","5.4",".",".",".",".","10.8",".",".",".","2.7",".",".",".","."
"Professionals","","56","3.660","42.9","32.1","7.1","3.6",".",".",".","10.7",".",".",".","1.8",".",".","1.8","."
"","College Total","10382","3.209","34.8","15.7","17.5","6.8","8.8","2.2","1.1","9.8","0.0","2.0","0.0","0.7","0.2","0.1","0.3","0.0"
