"BUS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","300
001","15","3.767","60.0","33.3","6.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","002
300","14","3.808","64.3","21.4","7.1",".",".",".","",".","",".","",".","",".",".","",".","",".","","7.1",".","."
"Actuarial Science Methods","Course Total","29","3.786","62.1","27.6","6.9",".",".","",".","",".","",".","",".",".","",".","",".","",".","3.4",".","."
"Actuarial Mathematics 1","650
001","43","3.360","25.6","39.5","20.9","9.3","4.7",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Risk Theory and Credibility","652
001","42","3.202","31.0","19.0","23.8","11.9","14.3",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","114","3.332","36.8","28.9","18.4","7.9","7.0","",".","",".","",".","",".",".","",".","",".","",".","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","23","3.480","43.5","34.8","17.4","4.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","67","3.143","26.9","25.4","23.9","10.4","11.9","",".","",".","",".","",".",".","",".","",".","",".","1.5",".","."
"Undergraduates","","93","3.230","33.3","26.9","21.5","8.6","8.6","",".","",".","",".","",".",".","",".","",".","",".","1.1",".","."
"Graduate","","21","3.690","52.4","38.1","4.8","4.8",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","114","3.332","36.8","28.9","18.4","7.9","7.0","",".","",".","",".","",".",".","",".","",".","",".","0.9",".","."
