"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"","999
051","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2269","3.188","29.2","22.0","19.7","10.8","7.3","1.7","1.0","5.5","0.1","0.1","",".","2.4","0.2","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","2.951","29.6","25.9","14.8","7.4","14.8","3.7","3.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","230","3.147","29.1","25.2","20.4","12.6","9.6","1.7","1.3",".",".",".","",".",".",".",".",".","."
"Junior","","587","3.070","28.4","22.0","21.1","12.9","11.9","2.7","0.9",".",".",".","",".",".",".",".",".","."
"Senior","","892","3.092","23.4","23.8","26.8","14.5","7.8","2.0","1.3","0.2",".",".","",".","0.1",".",".",".","."
"Undergraduates","","1736","3.090","26.0","23.4","23.8","13.6","9.6","2.2","1.2","0.1",".",".","",".","0.1",".",".",".","."
"Special","","23","3.385","39.1","21.7","26.1",".",".",".","4.3",".",".",".","",".",".","8.7",".",".","."
"Graduate","","509","3.706","39.5","17.5","5.3","1.6",".",".",".","24.2","0.4","0.4","",".","10.4","0.4","0.2","0.2","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2269","3.188","29.2","22.0","19.7","10.8","7.3","1.7","1.0","5.5","0.1","0.1","",".","2.4","0.2","0.0","0.0","."
