"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"","101","001","446","3.003","29.1","9.6","26.0","13.9","15.5","5.6",".","0.2",".",".",".",".",".",".",".","."
"","101","002","403","3.017","30.5","8.2","25.8","15.6","14.6","5.2",".",".",".",".",".",".",".",".",".","."
"","101","003","388","2.722","15.7","13.4","20.4","20.4","21.1","6.7","1.8","0.3",".",".",".",".",".","0.3",".","."
"","101","004","220","3.258","32.3","28.6","23.2","3.6","6.8","2.7","2.3",".","0.5",".",".",".",".",".",".","."
"Principles-Microeconomics","","Course Total","1457","2.971","26.4","13.1","24.0","14.6","15.4","5.4","0.8","0.1","0.1",".",".",".",".","0.1",".","."
"","102","001","312","2.772","13.5","19.6","19.6","20.8","19.2","5.8","1.6",".",".",".",".",".",".",".",".","."
"","102","002","283","3.011","9.5","31.1","26.5","20.5","9.5","2.1",".","0.7",".",".",".",".",".",".",".","."
"Principles-Macroeconomics","","Course Total","595","2.885","11.6","25.0","22.9","20.7","14.6","4.0","0.8","0.3",".",".",".",".",".",".",".","."
"Prin/Econ-Accelratd Treatmt","111","001","19","3.632","57.9","10.5","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","236","001","14","3.179","7.1","42.9","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","300","001","14","2.714","7.1","14.3","28.6","14.3","35.7",".",".",".",".",".",".",".",".",".",".","."
"","300","002","11","3.091","18.2",".","63.6","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Finance","","Course Total","25","2.880","12.0","8.0","44.0","16.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","301","001","105","2.795","19.0","11.4","27.6","18.1","15.2","4.8","3.8",".",".",".",".",".",".",".",".","."
"","301","002","102","2.970","16.7","21.6","26.5","15.7","15.7","2.0","1.0","1.0",".",".",".",".",".",".",".","."
"Intmed Microeconomic Theory","","Course Total","207","2.881","17.9","16.4","27.1","16.9","15.5","3.4","2.4","0.5",".",".",".",".",".",".",".","."
"","302","001","98","3.089","13.3","28.6","35.7","11.2","5.1","1.0","2.0","3.1",".",".",".",".",".",".",".","."
"","302","002","107","3.014","15.0","23.4","31.8","15.0","11.2","1.9","0.9","0.9",".",".",".",".",".",".",".","."
"Intmed Macroeconomic Theory","","Course Total","205","3.050","14.1","25.9","33.7","13.2","8.3","1.5","1.5","2.0",".",".",".",".",".",".",".","."
"The Real Estate Process","306","001","48","2.448","4.2","12.5","16.7","31.3","25.0","6.3","4.2",".",".",".",".",".",".",".",".","."
"Stats:Measrmnt in Economics","310","001","96","2.703","16.7","10.4","26.0","13.5","26.0","3.1","4.2",".",".",".",".",".",".",".",".","."
"","320","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Investment Theory","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Public Utilities","325","001","12","3.000","25.0","16.7","41.7",".","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Money and Banking","330","001","182","3.142","17.6","25.8","34.1","15.4","3.3","2.7",".","1.1",".",".",".",".",".",".",".","."
"Environmental Economics","343","001","58","3.407","17.2","48.3","29.3","3.4",".",".",".","1.7",".",".",".",".",".",".",".","."
"Survey-Internatl Economics","364","001","69","3.007","18.8","20.3","24.6","15.9","17.4","1.4",".",".",".",".",".",".",".","1.4",".","."
"Introductory Econometrics","410","001","41","2.390","14.6","17.1","19.5","7.3","14.6","14.6","12.2",".",".",".",".",".",".",".",".","."
"Quant Mthds-Ag & Appl Econ","426","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Analytical Public Finance","441","001","95","2.995","31.6","4.2","26.3","9.5","27.4","1.1",".",".",".",".",".",".",".",".",".","."
"Wages and the Labor Market","450","001","54","3.259","24.1","27.8","33.3","9.3","3.7","1.9",".",".",".",".",".",".",".",".",".","."
"Latin Amer Economc Develpmt","462","001","18","3.278","33.3","16.7","33.3","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"Internatl Trade & Finance","464","001","139","2.920","16.5","16.5","31.7","15.1","15.8","1.4","2.2",".",".",".",".",".",".","0.7",".","."
"American Economy to 1865","465","001","21","3.241","19.0","33.3","28.6","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"Indus Organizat/Imperf Comp","468","001","26","2.900","30.8","11.5","23.1","7.7","7.7","11.5","3.8","3.8",".",".",".",".",".",".",".","."
"Econ Grwth&Devlpmnt-SE Asia","473","001","10","3.050","20.0","20.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Economics of Transportation","502","001","19","2.842","26.3","10.5","26.3","10.5","15.8","5.3","5.3",".",".",".",".",".",".",".",".","."
"Game Theory & Economic Anal","521","001","38","3.237","28.9","28.9","18.4","7.9","15.8",".",".",".",".",".",".",".",".",".",".","."
"Economics of Health Care","548","001","26","3.231","19.2","26.9","42.3","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"Population and Society","663","001","15","3.133","20.0","20.0","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 194 of 399",""
