"","990
022","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
025","3","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
026","2","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","56","",".",".",".",".","",".","",".","",".","83.9",".",".",".","8.9","",".",".","7.1","."
"PHMCOL-M
724","Dept. Total","139","3.728","41.7","10.8","6.5",".","",".","",".","",".","34.5",".",".",".","3.6","",".",".","2.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","1","",".",".",".",".","",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"Undergraduates","","2","3.500",".","50.0",".",".","",".","",".","",".","50.0",".",".",".",".","",".",".",".","."
"Graduate","","131","3.741","43.5","9.2","6.9",".","",".","",".","",".","34.4",".",".",".","3.8","",".",".","2.3","."
"Prof Yr 3","","6","3.563","16.7","33.3",".",".","",".","",".","",".","33.3",".",".",".",".","",".",".","16.7","."
"Professionals","","6","3.563","16.7","33.3",".",".","",".","",".","",".","33.3",".",".",".",".","",".",".","16.7","."
"","Dept. Total","139","3.728","41.7","10.8","6.5",".","",".","",".","",".","34.5",".",".",".","3.6","",".",".","2.9","."
