"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
016","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","137","3.670","8.0","2.9","2.2",".",".",".",".","86.9",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","862
001","70","",".",".",".",".",".",".",".","98.6",".",".",".",".","1.4",".",".","."
"","862
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Institutionalized Persons","Course Total","71","",".",".",".",".",".",".",".","98.6",".",".",".",".","1.4",".",".","."
"Adv Substantive Crminal Law","865
001","15","3.700","46.7","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Immigration Law","873
001","17","3.679","47.1","17.6","17.6",".",".",".",".","11.8",".",".",".",".",".",".","5.9","."
"Client Counselling","880
001","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","63","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","76","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","17","3.700","52.9","17.6","17.6",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"","002
904","26","3.750","46.2","23.1","7.7",".",".",".",".","23.1",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","43","3.729","48.8","20.9","11.6",".",".",".",".","18.6",".",".",".",".",".",".",".","."
"Probs-Pro Responsblty Smr","907
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Jewish Law&Ethcs-Comp Persp","908
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Psychiatry and Law","911
001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
001","12","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","915
003","23","3.643","47.8","21.7","21.7",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","35","3.750","48.6","14.3","14.3",".",".",".",".","22.9",".",".",".",".",".",".",".","."
"Food and Drug Law","916
001","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","918
001","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","11.1"
"Health Law & Admin Seminar","935
001","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","19","3.658","68.4","5.3","21.1",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","940
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
001","30","3.589","50.0","10.0","33.3",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","940
002","8","3.643","37.5","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"","940
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
004","8","3.857","62.5","25.0",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","940
005","21","3.905","85.7","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
940","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","15","3.188","6.7","6.7","40.0",".",".",".",".","40.0",".",".",".",".","6.7",".",".","."
"","008
940","23","3.783","60.9","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
010","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
013","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","017
940","14","3.864","64.3","7.1","7.1",".",".",".",".","21.4",".",".",".",".",".",".",".","."
"","018
940","6","3.750","33.3","33.3",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
