"","991
056","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
058","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","40","",".",".",".",".",".",".",".","92.5",".",".",".","7.5",".",".",".","."
"NUTR SCI
694","Dept. Total","1357","2.816","15.6","12.3","20.4","12.9","19.7","3.8","0.7","6.1",".","7.5","0.1","0.2","0.1","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","501","2.706","13.2","10.8","20.6","16.0","26.5","4.4","0.8",".",".","7.4",".",".",".","0.2",".","0.2"
"Sophomore","","260","2.793","11.5","9.6","28.5","14.2","20.0","3.1","0.4",".",".","11.9","0.4",".",".","0.4",".","."
"Junior","","158","2.743","13.9","13.3","17.1","13.9","18.4","5.7","1.9","1.9",".","13.3",".",".",".",".",".","0.6"
"Senior","","283","2.918","19.4","17.0","19.8","12.4","18.4","4.6","0.7","3.9",".","3.5",".",".",".",".","0.4","."
"Undergraduates","","1202","2.781","14.4","12.3","21.6","14.5","22.1","4.3","0.8","1.2",".","8.2","0.1",".",".","0.2","0.1","0.2"
"Special","","18","3.079","16.7","5.6","44.4",".","5.6",".",".",".",".","11.1","5.6",".","5.6","5.6",".","."
"Graduate","","113","3.774","23.9","5.3","6.2",".",".",".",".","61.1",".","0.9",".","2.7",".",".",".","."
"Prof Yr 1","","6","3.500","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.639","33.3","61.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","24","3.604","37.5","50.0","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1357","2.816","15.6","12.3","20.4","12.9","19.7","3.8","0.7","6.1",".","7.5","0.1","0.2","0.1","0.2","0.1","0.1"
