"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"International Acad Prgms-SAB","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"SAB
STDYABRD","","","","","","","","","","","","","","","","","","","","","","",""
"136
Topics in Social Science","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"161
Topics in Humanities & Soc Sci","002","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"170
Interdivisional Topics","001","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"176
Interdivisional Topics","001","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"306","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"306","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Humanities","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"316
Topics in Literature","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"336","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"336","002A","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","2","3.500","50.0",".","50.0",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"336","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"336","011","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Social Science","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"355
Topics in Biol & Social Sci","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"361","004","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"361","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"361","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Humanities & Soc Sci","Course Total","6","3.766","50.0","50.0",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"370
Interdivisional Topics","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"376
Interdivisional Topics","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"536
Topics in Social Science","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"STDYABRD
SAB","Dept. Total","26","3.835","73.1","15.4","7.7",".","",".","",".","",".","",".","3.8",".",".",".",".",".",".","."
