"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Design of Machine Elements","Course Total","82","2.809","12.2","14.6","29.3","18.3","19.5","4.9",".",".",".",".",".",".",".",".","1.2","."
"","349
002","8","2.375",".",".","50.0",".","37.5","12.5",".",".",".",".",".",".",".",".",".","."
"","349
003","16","3.344","12.5","43.8","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
004","14","3.107",".","28.6","64.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","349
005","16","3.000",".","6.3","87.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","54","3.037","3.7","22.2","63.0","3.7","5.6","1.9",".",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","14","3.643","35.7","57.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","70","2.821","11.4","20.0","28.6","18.6","15.7","2.9","2.9",".",".",".",".",".",".",".",".","."
"","361
002","59","3.102","28.8","27.1","10.2","20.3","6.8","5.1","1.7",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","129","2.950","19.4","23.3","20.2","19.4","11.6","3.9","2.3",".",".",".",".",".",".",".",".","."
"","001
363","48","2.854","16.7","22.9","18.8","14.6","20.8","4.2","2.1",".",".",".",".",".",".",".",".","."
"","363
002","52","3.108","15.4","26.9","38.5","5.8","7.7","3.8",".","1.9",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","100","2.985","16.0","25.0","29.0","10.0","14.0","4.0","1.0","1.0",".",".",".",".",".",".",".","."
"","364
001","42","3.238","21.4","38.1","14.3","19.0","7.1",".",".",".",".",".",".",".",".",".",".","."
"","364
002","36","3.194","11.1","36.1","38.9","8.3","5.6",".",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","78","3.218","16.7","37.2","25.6","14.1","6.4",".",".",".",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","81","3.074","28.4","8.6","27.2","25.9","8.6",".","1.2",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","52","2.750","15.4","5.8","15.4","40.4","23.1",".",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Feedback Control Lab","409
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
001","15","3.333","33.3","26.7","13.3","26.7",".",".",".",".",".",".",".",".",".",".",".","."
"","417
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","22","3.318","22.7","40.9","13.6","22.7",".",".",".",".",".",".",".",".",".",".",".","."
"","001
418","28","3.786","67.9","21.4","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
418","23","3.727","52.2","34.8","8.7",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","418
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","52","3.745","59.6","26.9","11.5",".",".",".",".",".",".",".",".",".","1.9",".",".","."
"Stat Expermntl Design-Engrs","424
001","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Metal Cutting","429
001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Vibrations","440
001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
001","18","2.889","33.3","22.2","11.1","11.1","5.6","5.6","11.1",".",".",".",".",".",".",".",".","."
"","446
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","004
446","6","3.000","33.3","33.3","16.7",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"","446
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","Course Total","28","3.000","28.6","35.7","10.7","7.1","3.6","3.6","10.7",".",".",".",".",".",".",".",".","."
"Kinemtcs&Dynmcs-Machine Sys","451
001","11","3.900","72.7","18.2",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Internal Combustion Engines","469
001","38","3.329","31.6","21.1","28.9","18.4",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Principles-Ag Machinery","475
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 130 of 399",""
