"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","",""
"Consumer Finance","275","001","105","3.130","12.4","35.2","31.4","11.4","6.7","1.0","1.0",".",".",".",".",".","1.0",".",".","."
"Mediatn:Serving Consumr Int","350","001","49","3.806","77.6","14.3","4.1",".","4.1",".",".",".",".",".",".",".",".",".",".","."
"Retailing Theory & Practice","357","002","53","3.811","79.2","7.5","9.4","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Comp Applicatns-Retailing","370","001","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Economics","475","001","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Consumer and the Market","477","001","60","3.058","13.3","26.7","30.0","18.3","11.7",".",".",".",".",".",".",".",".",".",".","."
"Consumer Information","478","001","11","3.455","45.5","27.3","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","501","001","17","3.235","17.6","47.1","17.6",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"","501","002","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","38","3.632","60.5","21.1","10.5",".","7.9",".",".",".",".",".",".",".",".",".",".","."
"Prep for Retailng Internshp","503","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Care Iss:Ind, Fam, Soc","532","001","50","3.910","92.0","6.0",".",".",".","2.0",".",".",".",".",".",".",".",".",".","."
"Retail Promotion","560","001","21","3.548","42.9","33.3","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Retail Financial Analysis","564","001","17","3.324","17.6","35.3","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Consumer Science","565","001","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Science Internship","601","015","18","3.946","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Experience-Retailing","602","015","6","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"Retailing Internship","603","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Consumer Finance","627","001","24","3.208","25.0","25.0","20.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".","."
"","657","001","21","3.667","57.1","23.8","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","657","002","30","3.767","80.0","3.3","10.0","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","","Course Total","51","3.725","70.6","11.8","11.8","3.9","2.0",".",".",".",".",".",".",".",".",".",".","."
"Household Risk Management","665","001","17","3.176","17.6","29.4","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".","."
"","699","005","12","3.750","75.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","699","009","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","31","3.935","90.3","3.2","3.2","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar: Consumer Research","960","001","13","3.500","30.8","46.2","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","990","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","3","***","","","","","","","","","","","","","","","",""
