"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","",""
"180
Fr Hon Sm:Hist Sci,Tech,Med","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"201
Origins-Scientific Thought","001","73","3.303","31.5","23.3","28.8","5.5","6.8",".","1.4","2.7",".",".",".",".",".",".",".","."
"203
Sci in 20th C:Hist Overview","001","83","3.031","12.0","20.5","49.4","7.2","4.8",".","3.6",".",".",".",".",".",".","2.4",".","."
"205
The Sciences of Man","001","65","3.461","15.4","61.5","20.0","1.5",".",".",".","1.5",".",".",".",".",".",".",".","."
"280
Hon Sm:Studies-Sci,Tech,Med","001","10","3.500","30.0","60.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"325
Hist of Phys-Classic Period","001","18","3.313","22.2","27.8","22.2","16.7",".",".",".","11.1",".",".",".",".",".",".",".","."
"339
Technol & Critics Since WW II","001","23","3.614","52.2","17.4","21.7","4.3",".",".",".","4.3",".",".",".",".",".",".",".","."
"473
History of Mathematics","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"508
Health, Disease&Healing II","001","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"509
Dev Public Health-America","001","12","3.458","41.7","33.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"512
Galileo:Life,Writng,Interpretn","001","16","3.625","62.5","25.0","6.3",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"517
Monsters & Science: A History","001","19","3.067","15.8","10.5","31.6","10.5","10.5",".",".","21.1",".",".",".",".",".",".",".","."
"531
Women & Health-Amer History","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"553
Internl Hlth & Global Society","001","13","3.415","30.8","38.5","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"561
Greek & Roman Med & Phcy","001","8","3.000","25.0",".","50.0",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"639
Technol&Its Critics Since WWII","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681
Senior Honors Thesis","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"720
Historiography & Methods","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"909
History of Biology&Medicine","001","7","3.667","28.6","57.1",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"919
Grad Studies-Medical Hist","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"950
History of Science Colloq","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","3","***","","","","","","","","","","","","","","","",""
