"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","24","",".",".",".",".",".",".",".","79.2","8.3",".",".","12.5",".",".",".","."
"SPANISH
912","Dept. Total","3384","3.329","37.6","21.4","25.0","6.0","5.9","1.3","1.0","1.4","0.1",".",".","0.1","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1062","3.403","36.2","27.2","27.9","4.0","3.2","0.7","0.8",".",".",".",".",".",".","0.1",".","."
"Sophomore","","763","3.272","34.7","18.7","29.5","7.2","6.8","1.4","0.8","0.5",".",".",".",".","0.1","0.1",".","."
"Junior","","690","3.221","34.2","21.9","22.3","8.3","9.0","1.4","1.7","1.0","0.1",".",".",".",".",".",".","."
"Senior","","668","3.302","43.3","16.0","21.1","6.3","7.3","2.2","1.3","2.2",".",".",".",".",".","0.1",".","."
"Undergraduates","","3183","3.315","36.9","21.7","25.6","6.2","6.2","1.4","1.1","0.8","0.0",".",".",".","0.0","0.1",".","."
"Special","","36","3.389","44.4","16.7","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","163","3.690","50.3","17.8","12.9","0.6",".","0.6",".","12.9","1.2",".",".","1.8","1.8",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3384","3.329","37.6","21.4","25.0","6.0","5.9","1.3","1.0","1.4","0.1",".",".","0.1","0.1","0.1",".","."
