"","990
070","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
081","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","20","",".",".",".",".",".",".","",".","80.0",".",".",".","15.0","5.0",".",".","."
"POP HLTH
810","Dept. Total","291","3.647","53.3","19.2","14.4","1.7","2.1","0.3","",".","6.9",".",".",".","1.0","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.900",".","50.0",".",".","50.0",".","",".",".",".",".",".",".",".",".",".","."
"Sophomore","","3","3.188","33.3",".","33.3","33.3",".",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","11","3.160","45.5",".","27.3",".","18.2","9.1","",".",".",".",".",".",".",".",".",".","."
"Senior","","30","3.327","33.3","10.0","40.0","10.0","6.7",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","46","3.263","34.8","8.7","34.8","8.7","10.9","2.2","",".",".",".",".",".",".",".",".",".","."
"Special","","15","3.625","53.3","13.3","26.7",".",".",".","",".","6.7",".",".",".",".",".",".",".","."
"Graduate","","156","3.678","46.8","27.6","10.3","0.6",".",".","",".","11.5",".",".",".","1.3","1.9",".",".","."
"Prof Yr 2","","6","3.833","66.7","33.3",".",".",".",".","",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","14","3.871","64.3","21.4",".",".",".",".","",".","7.1",".",".",".","7.1",".",".",".","."
"Prof Yr 4","","54","3.850","83.3","3.7","11.1",".","1.9",".","",".",".",".",".",".",".",".",".",".","."
"Professionals","","74","3.853","78.4","9.5","8.1",".","1.4",".","",".","1.4",".",".",".","1.4",".",".",".","."
"","Dept. Total","291","3.647","53.3","19.2","14.4","1.7","2.1","0.3","",".","6.9",".",".",".","1.0","1.0",".",".","."
