"","990
030","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
032","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","29","",".",".",".",".",".",".",".","79.3",".",".",".","13.8","",".",".","6.9","."
"DY SCI
292","Dept. Total","230","3.433","51.7","10.9","12.6","7.8","3.5","0.4","0.4","10.0",".",".",".","1.7","",".",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.556","66.7",".","25.0",".","8.3",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","28","3.779","89.3",".","3.6","7.1",".",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","59","2.981","32.2","15.3","15.3","23.7","10.2","1.7","1.7",".",".",".",".",".","",".",".",".","."
"Senior","","65","3.613","64.6","12.3","18.5","3.1","1.5",".",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","164","3.388","57.3","10.4","15.2","11.0","4.9","0.6","0.6",".",".",".",".",".","",".",".",".","."
"Special","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","66","3.651","39.4","12.1","4.5",".",".",".",".","34.8",".",".",".","6.1","",".",".","3.0","."
"","Dept. Total","231","3.433","51.9","10.8","12.6","7.8","3.5","0.4","0.4","10.0",".",".",".","1.7","",".",".","0.9","."
