"Research and Thesis","Course Total","7","",".",".",".",".","",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"","999
027","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","999
057","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","296","3.758","46.3","24.3","10.5",".","",".","",".","",".","17.2",".",".",".","1.4","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","19","3.425","21.1","36.8","36.8",".","",".","",".","",".",".",".",".",".",".","",".",".","5.3","."
"Junior","","50","3.725","46.0","34.0","20.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","122","3.786","63.1","30.3","6.6",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","191","3.755","54.5","31.9","13.1",".","",".","",".","",".",".",".",".",".",".","",".",".","0.5","."
"Special","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","128","3.768","25.0","7.8","4.7",".","",".","",".","",".","39.1",".","20.3",".","3.1","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".","",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".","",".","",".","",".","50.0",".",".",".",".","",".",".",".","."
"","Dept. Total","322","3.758","42.5","22.4","9.6",".","",".","",".","",".","15.8",".","8.1",".","1.2","",".",".","0.3","."
