"","699
020","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"Art&Archaeolog-Ancient Greece","700
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Ancient History","801
001","9","3.500","22.2","55.6","22.2",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","293","3.432","41.6","25.6","17.7","4.4","4.4","1.4","1.4","3.1","",".",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.537","44.4","18.5","37.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","52","3.616","51.9","30.8","9.6","1.9","5.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","93","3.284","32.3","28.0","19.4","5.4","6.5","2.2","2.2","3.2","",".",".","",".","",".","",".","1.1",".","."
"Senior","","97","3.375","43.3","23.7","17.5","7.2","4.1","2.1","2.1",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","269","3.411","41.3","26.0","18.6","4.8","4.8","1.5","1.5","1.1","",".",".","",".","",".","",".","0.4",".","."
"Special","","7","4.000","42.9",".",".",".",".",".",".","57.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","16","3.679","43.8","31.3","12.5",".",".",".",".","12.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","293","3.432","41.6","25.6","17.7","4.4","4.4","1.4","1.4","3.1","",".",".","",".","",".","",".","0.3",".","."
