"","999
123","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
129","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
133","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1174","3.304","42.0","18.6","19.3","6.4","8.2","1.9","1.9","1.5","",".",".","",".","",".","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.250","50.0",".",".","50.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","413","3.053","27.8","14.0","29.3","11.1","13.1","2.2","2.2",".","",".",".","",".","",".",".","0.2",".","."
"Senior","","449","3.253","41.0","18.9","19.6","5.8","8.0","2.9","2.9","0.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","864","3.157","34.7","16.6","24.2","8.4","10.4","2.5","2.5","0.5","",".",".","",".","",".",".","0.1",".","."
"Special","","84","3.651","54.8","29.8","8.3","1.2","4.8",".",".","1.2","",".",".","",".","",".",".",".",".","."
"Graduate","","223","3.801","64.6","22.4","4.9","0.4","0.9",".",".","5.8","",".",".","",".","",".","0.9",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1174","3.304","42.0","18.6","19.3","6.4","8.2","1.9","1.9","1.5","",".",".","",".","",".","0.2","0.1",".","."
