"ENGR PROFESSIONAL DEVELO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","",""
"416
001
Engr Applicatns of Statistics","29","3.948","93.1","3.4","3.4",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"430
001","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"430
002","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"430
003","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Japanese for Bus & Industry","6","3.700","33.3","50.0",".",".",".",".",".",".","",".",".","",".","",".","16.7",".",".","."
"497
001
Technical Editing","13","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"499
033","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"499
044","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Senior Independent Study","4","***","","","","","","","","","","","","","","","","","","",""
"611
001
Engr Economics & Management","23","3.935","87.0","13.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"612
001
Technical Project Management","23","3.750","47.8","47.8",".",".",".",".",".",".",".","",".",".","",".","","4.3",".",".","."
"613
001
Intl Engr Strategies&Operatns","29","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"624
001
Engine Performance&Combustion","15","3.700","46.7","46.7","6.7",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"630
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"630
003","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Rsch-Japanese Technical Lit","4","***","","","","","","","","","","","","","","","","","","",""
"654
001
Teaching in Science & Engr","7","3.235",".","42.9","57.1",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"690
002","46","3.957","91.3","8.7",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"690
029","26","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"690
043","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"690
048","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Special Topics in E P D","87","3.898","88.5","10.3","1.1",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"699
018","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"699
033","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"699
044","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Independent Study","3","***","","","","","","","","","","","","","","","","","","",""
"E P D
Dept. Total
348","796","3.631","56.3","26.3","9.7","3.5","1.3","0.4","0.8","0.1","",".","1.1","",".","",".","0.5",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","176","3.424","38.1","34.1","13.6","9.7","2.8",".","1.7",".","",".",".","",".","",".",".",".",".","."
"Sophomore","70","3.569","57.1","25.7","11.4","2.9","1.4",".","1.4",".","",".",".","",".","",".",".",".",".","."
"Junior","85","3.779","72.9","15.3","9.4",".",".",".",".",".","",".","2.4","",".","",".",".",".",".","."
"Senior","272","3.582","56.6","26.5","9.9","2.9","1.5","0.7","0.7",".","",".","1.1","",".","",".",".",".",".","."
"Undergraduates","603","3.564","53.6","27.0","11.1","4.5","1.7","0.3","1.0",".","",".","0.8","",".","",".",".",".",".","."
"Special","31","3.432","29.0","35.5","9.7","3.2",".","3.2",".","3.2","",".","6.5","",".","",".","9.7",".",".","."
"Graduate","161","3.847","71.4","21.7","4.3",".",".",".",".",".","",".","1.2","",".","",".","0.6",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","796","3.631","56.3","26.3","9.7","3.5","1.3","0.4","0.8","0.1","",".","1.1","",".","",".","0.5",".",".","."
