"Comparative World Costume","655
001","10","3.600","60.0",".","40.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Independ Stdy-Folklore Grad","699
011","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar in Ethnomusicology","915
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","295","3.247","35.6","18.6","21.4","10.5","8.1","0.7","2.0","3.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.220","26.0","18.0","34.0","18.0","4.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","56","2.886","23.2","8.9","26.8","19.6","16.1","3.6","1.8",".","",".",".","",".","",".","",".",".",".","."
"Junior","","63","3.033","30.2","12.7","25.4","14.3","11.1",".","4.8","1.6","",".",".","",".","",".","",".",".",".","."
"Senior","","110","3.536","47.3","27.3","13.6","1.8","5.5",".","0.9","3.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","279","3.234","34.8","18.6","22.6","11.1","8.6","0.7","1.8","1.8","",".",".","",".","",".","",".",".",".","."
"Special","","5","4.000","20.0",".",".",".",".",".",".","80.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","11","3.500","63.6","27.3",".",".",".",".","9.1",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","295","3.247","35.6","18.6","21.4","10.5","8.1","0.7","2.0","3.1","",".",".","",".","",".","",".",".",".","."
