"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","359","3.064","11.1","33.1","27.3","20.3","6.1","0.8","1.1",".",".",".",".",".",".",".",".","."
"","103
002","357","3.060","14.6","31.7","24.6","19.0","7.0","1.4","1.7",".",".",".",".",".",".",".",".","."
"","103
003","335","2.852","21.8","6.0","31.9","12.2","23.9","3.0","1.2",".",".",".",".",".",".",".",".","."
"","103
004","331","2.899","25.1","11.5","33.8","3.3","16.9","5.7","3.6",".",".",".",".",".",".",".",".","."
"","103
005","265","2.623","13.6","8.3","24.9","12.1","33.2","7.5","0.4",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1647","2.916","17.2","18.9","28.6","13.7","16.5","3.5","1.6",".",".",".",".",".",".",".",".","."
"General Chemistry","104
001","332","2.986","27.4","10.8","30.1","4.5","22.9","2.7","1.2",".",".",".",".",".","0.3",".",".","."
"General Chemistry","108
001","233","3.241","36.5","17.2","27.0","8.6","6.0","2.1","2.1",".",".",".",".",".",".","0.4",".","."
"","109
001","279","3.154","22.6","18.6","37.3","10.8","10.4","0.4",".",".",".",".",".",".",".",".",".","."
"","003
109","305","3.093","23.0","15.7","39.0","9.5","10.2","1.3","1.3",".",".",".",".",".",".",".",".","."
"","109
004","70","3.321","40.0","14.3","30.0","10.0","2.9","1.4","1.4",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","654","3.144","24.6","16.8","37.3","10.1","9.5","0.9","0.8",".",".",".",".",".",".",".",".","."
"Chemical Principles I","115
001","28","3.732","60.7","32.1","3.6",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"","299
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","11","3.933","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","001
327","70","2.877","22.9","14.3","21.4","10.0","22.9","7.1",".","1.4",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","47","3.213","36.2","17.0","25.5","8.5","6.4","6.4",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","167","2.730","21.6","4.8","28.7","5.4","31.7","3.6","3.0","1.2",".",".",".",".",".",".",".","."
"","342
001","15","3.400","40.0","13.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","342
002","10","3.350","20.0","40.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","342
003","17","3.029","23.5","23.5","23.5","17.6","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","342
005","14","3.357","28.6","42.9","7.1","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","342
006","15","3.233","20.0","26.7","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","71","3.261","26.8","28.2","26.8","12.7","4.2",".","1.4",".",".",".",".",".",".",".",".","."
"","343
001","334","2.784","17.7","9.0","33.5","5.1","29.0","2.4","2.4","0.3",".",".",".",".",".","0.6",".","."
"","002
343","231","2.429","13.0","3.5","31.6","2.6","31.6","14.3","3.5",".",".",".",".",".",".",".",".","."
"","343
003","234","2.552","15.8","14.1","21.4","2.6","32.1","6.8","6.8","0.4",".",".",".",".",".",".",".","."
"","004
343","26","3.250","26.9","23.1","34.6","11.5",".","3.8",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","825","2.633","16.1","9.3","29.6","3.9","29.7","7.0","3.9","0.2",".",".",".",".",".","0.2",".","."
"","344
001","17","3.324","29.4","17.6","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","14","3.357","35.7","21.4","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","16","3.344","25.0","43.8","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.306","16.7","44.4","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","005
344","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","15","3.367","26.7","40.0","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
007","14","3.286","21.4","28.6","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","16","3.250","18.8","37.5","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
009","14","3.357","28.6","35.7","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.250","25.0","25.0","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
