"AGRICULTURAL AND APPLIED E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"215","001","","103","3.335","34.0","27.2","26.2","4.9","4.9","1.9","1.0",".",".",".",".",".",".",".",".","."
"215","002","","131","3.305","33.6","21.4","32.1","4.6","6.1","1.5","0.8",".",".",".",".",".",".",".",".","."
"Intro to Agr & Applied Econ","Course Total","","234","3.318","33.8","23.9","29.5","4.7","5.6","1.7","0.9",".",".",".",".",".",".",".",".","."
"299","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"306
The Real Estate Process","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"323
Cooperatives","001","","44","3.000","36.4","18.2","13.6","9.1","4.5","11.4","4.5",".",".",".",".",".",".","2.3",".","."
"340
Issues in Food Systems","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"343
Environmental Economics","001","","14","3.363","21.4","35.7","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","","7","3.143","57.1",".","28.6",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"399","007","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"419
Agricultural Finance","001","","14","2.893","21.4","7.1","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"420
Production Economics","001","","12","2.917","25.0","16.7","16.7",".","41.7",".",".",".",".",".",".",".",".",".",".","."
"426
Quant Mthds-Ag & Appl Econ","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"462
Latin Amer Economc Develpmt","001","","20","3.300","30.0","40.0","15.0",".","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"473
Econ Grwth&Devlpmnt-SE Asia","001","","7","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"500
Senior Capstone Experience","001","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"575
Special Topics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"635
Applied Microeconomic Thry","001","","15","3.464","26.7","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"699","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","6","3.385","83.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"706
Applied Risk Analysis","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"732
Microeconomics-Ag Develpmt","001","","10","3.583","10.0","50.0",".",".",".",".",".",".",".",".",".",".","40.0",".",".","."
"799
Pract:Ag&Appl Econ Teaching","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"881
Benefit-Cost Analysis","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","064","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 1 of 399"
