"","541
002","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intro to Biostatistics","Course Total","","18","3.594","50.0","22.2","5.6","5.6","5.6","",".","",".","5.6","",".",".","",".","",".","",".",".","5.6","."
"Introduction to Bioinformatics","576
001","","7","3.714","57.1","28.6","14.3",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","7","",".",".",".",".",".",".","",".","","100.0",".","",".",".","",".","",".","",".",".","."
"B M I
210","Dept. Total","","32","3.630","40.6","18.8","6.3","3.1","3.1","",".","",".","25.0","",".",".","",".","",".","",".",".","3.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","2.000",".",".",".",".","100.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","2.000",".",".",".",".","100.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","9","3.500","11.1","44.4","11.1",".",".","",".","",".","22.2","",".",".","",".","",".","",".",".","11.1","."
"Graduate","","","22","3.781","54.5","9.1","4.5","4.5",".","",".","",".","27.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","32","3.630","40.6","18.8","6.3","3.1","3.1","",".","",".","25.0","",".",".","",".","",".","",".",".","3.1","."
