"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","",""
"Externship","Course Total","25","",".",".",".",".",".","",".","",".","100.0",".",".",".","",".","",".",".",".","."
"MED SC-V
623","Dept. Total","512","3.222","28.3","5.1","14.6","2.1","5.1","",".","",".","44.5",".",".",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","3","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Undergraduates","","3","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Special","","4","",".",".",".",".",".","",".","",".","100.0",".",".",".","",".","",".",".",".","."
"Graduate","","2","3.000",".",".","100.0",".",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","23","",".",".",".",".",".","",".","",".","95.7",".",".",".","",".","",".","4.3",".","."
"Prof Yr 2","","16","4.000","18.8",".",".",".",".","",".","",".","81.3",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","267","3.001","29.2","9.7","27.3","4.1","9.7","",".","",".","19.9",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","273","4.000","42.5",".",".",".",".","",".","",".","57.5",".",".",".","",".","",".",".",".","."
"Professionals","","579","3.218","34.0","4.5","12.6","1.9","4.5","",".","",".","42.3",".",".",".","",".","",".","0.2",".","."
"","Dept. Total","588","3.222","34.0","4.4","12.8","1.9","4.4","",".","",".","42.3",".",".",".","",".","",".","0.2",".","."
