"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","42","3.325","35.7","16.7","23.8","11.9","7.1",".",".","4.8",".",".",".",".",".",".",".","."
"","202
001","358","2.761","16.2","18.4","12.0","24.9","19.0","7.5","0.8","0.8","0.3",".",".",".",".",".",".","."
"","202
002","211","2.676","14.7","11.8","22.3","13.7","28.4","8.1","0.5","0.5",".",".",".",".",".",".",".","."
"","202
003","346","2.523","14.5","12.1","16.8","11.3","31.2","10.4","3.5","0.3",".",".",".",".",".",".",".","."
"","004
202","356","2.633","15.2","12.6","17.4","17.1","26.7","8.4","2.0",".",".",".",".",".",".","0.6",".","."
"","005
202","152","2.815","18.4","15.1","19.7","16.4","25.7","1.3","2.6","0.7",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1423","2.664","15.5","14.1","16.9","17.1","26.0","7.9","1.9","0.4","0.1",".",".",".",".","0.1",".","."
"","210
001","52","2.606","15.4","5.8","26.9","11.5","32.7","3.8","3.8",".",".",".",".",".",".",".",".","."
"","210
002","49","2.724","18.4","6.1","26.5","16.3","26.5","4.1","2.0",".",".",".",".",".",".",".",".","."
"","003
210","58","3.043","27.6","15.5","25.9","10.3","15.5","5.2",".",".",".",".",".",".",".",".",".","."
"","210
004","61","2.567","13.1","9.8","26.2","6.6","29.5","11.5","1.6","1.6",".",".",".",".",".",".",".","."
"","210
005","60","2.542","11.7","15.0","16.7","15.0","28.3","6.7","5.0",".","1.7",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","280","2.696","17.1","10.7","24.3","11.8","26.4","6.4","2.5","0.4","0.4",".",".",".",".",".",".","."
"Freshman Seminar in Psychology","001
211","19","2.974","47.4","10.5","10.5","5.3","10.5","5.3","10.5",".",".",".",".",".",".",".",".","."
"","225
001","48","2.615","14.6","10.4","27.1","4.2","31.3","12.5",".",".",".",".",".",".",".",".",".","."
"","002
225","46","2.422","8.7","6.5","21.7","10.9","41.3","4.3","4.3",".",".",".",".",".",".","2.2",".","."
"","225
003","42","2.452","4.8","4.8","23.8","23.8","38.1","2.4","2.4",".",".",".",".",".",".",".",".","."
"","004
225","43","2.547","9.3","7.0","30.2","14.0","30.2","7.0","2.3",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","179","2.511","9.5","7.3","25.7","12.8","35.2","6.7","2.2",".",".",".",".",".",".","0.6",".","."
"","281
001","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","281
002","22","3.568","50.0","27.3","9.1","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","Course Total","42","3.714","61.9","26.2","4.8","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","001
349","6","3.083","33.3",".","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"","386
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Perception","001
406","65","2.797","26.2","12.3","16.9","6.2","24.6","12.3",".",".","1.5",".",".",".",".",".",".","."
"","411
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","411
006","28","3.518","28.6","46.4","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
015","24","3.625","45.8","33.3","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
019","27","3.712","74.1","14.8",".","3.7",".",".","3.7","3.7",".",".",".",".",".",".",".","."
"","411
029","17","3.559","29.4","52.9","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
036","24","3.771","66.7","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","045
411","19","3.306","31.6","15.8","31.6","10.5","5.3",".",".",".",".",".","5.3",".",".",".",".","."
"","411
048","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
050","25","3.280","24.0","24.0","36.0","16.0",".",".",".",".",".",".",".",".",".",".",".","."
"","055
411","46","3.413","39.1","26.1","23.9","4.3","4.3","2.2",".",".",".",".",".",".",".",".",".","."
"","066
411","23","3.761","65.2","26.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","070
411","24","3.646","54.2","20.8","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","280","3.583","49.3","26.4","18.2","3.6","1.1","0.4","0.4","0.4",".",".","0.4",".",".",".",".","."
"Psychology of Language","421
001","24","3.563","50.0","29.2","12.5",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior","449
001","180","2.811","15.6","10.6","29.4","16.1","25.6","2.2","0.6",".",".",".",".",".",".",".",".","."
"Honors: Psych of Perception","486
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Personality","507
001","187","2.715","14.4","7.5","32.6","12.8","24.1","8.0",".","0.5",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 284 of 399",""
