"Research and Thesis","Course Total","26","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"","999
063","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","999
084","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","3","***","","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","464","3.298","34.1","22.4","22.6","3.9","5.2","3.0","1.5","5.6",".",".",".","",".","1.1","0.4","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.314","31.9","28.6","26.4","4.4","6.6","1.1","1.1",".",".",".",".","",".",".",".",".","."
"Sophomore","","86","3.304","37.2","17.4","31.4","4.7","7.0","1.2","1.2",".",".",".",".","",".",".",".",".","."
"Junior","","78","3.206","33.3","20.5","28.2","7.7","3.8","5.1","1.3",".",".",".",".","",".",".",".",".","."
"Senior","","115","3.184","34.8","23.5","20.0","3.5","7.0","7.0","2.6",".",".",".",".","",".",".","1.7",".","."
"Undergraduates","","370","3.249","34.3","22.7","25.9","4.9","6.2","3.8","1.6",".",".",".",".","",".",".","0.5",".","."
"Special","","10","3.300","50.0","20.0","20.0",".",".",".","10.0",".",".",".",".","",".",".",".",".","."
"Graduate","","82","3.655","31.7","19.5","8.5",".","1.2",".",".","31.7",".",".",".","",".","6.1",".","1.2","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","2","3.500",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","Dept. Total","464","3.298","34.1","22.4","22.6","3.9","5.2","3.0","1.5","5.6",".",".",".","",".","1.1","0.4","0.2","."
