"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","92475","3.203","33.5","20.6","21.1","8.0","8.4","2.2","1.4","3.0","0.0","1.1","0.0","0.1","0.2","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","18510","3.097","27.4","21.6","24.0","9.8","10.2","2.9","1.6","0.0","0.0","2.2","0.0",".","0.0","0.1","0.1","0.0"
"Sophomore","","20231","3.102","28.4","21.3","24.1","9.7","11.0","2.8","1.6","0.2","0.0","0.7","0.0",".","0.0","0.1","0.0","0.0"
"Junior","","19878","3.162","31.0","21.7","23.7","8.8","9.5","2.5","1.5","0.5","0.0","0.4","0.0","0.0","0.1","0.2","0.0","0.0"
"Senior","","21814","3.243","35.8","21.6","21.0","7.7","7.9","1.9","1.4","1.7","0.0","0.5","0.0","0.0","0.1","0.2","0.1","0.0"
"Undergraduates","","80433","3.151","30.8","21.5","23.1","9.0","9.6","2.5","1.5","0.6","0.0","0.9","0.0","0.0","0.1","0.1","0.1","0.0"
"Special","","1292","3.374","35.6","14.0","11.6","3.6","3.9","0.9","1.9","21.3",".","3.7",".",".","0.5","1.2","1.7","0.2"
"Graduate","","10834","3.765","53.8","14.3","6.9","0.8","0.4","0.1","0.1","18.4","0.1","2.4",".","1.2","0.9","0.1","0.5","0.0"
"Prof Yr 1","","16","3.419","62.5",".",".",".","18.8",".",".","18.8",".",".",".",".",".",".",".","."
"Prof Yr 2","","29","3.286","24.1","10.3","24.1","3.4","6.9",".",".","27.6",".",".",".",".",".",".","3.4","."
"Prof Yr 3","","54","3.767","66.7","14.8","14.8",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"Professionals","","99","3.598","53.5","11.1","15.2","1.0","5.1",".",".","13.1",".",".",".",".",".",".","1.0","."
"","College Total","92658","3.203","33.6","20.6","21.1","7.9","8.4","2.2","1.4","3.0","0.0","1.1","0.0","0.2","0.2","0.1","0.1","0.0"
