"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Introduction to Folklore","100
001","67","3.451","32.8","23.9","26.9","7.5",".",".",".","9.0",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"The African Storyteller","210
001","114","2.850","21.1","12.3","21.9","21.1","17.5","1.8","3.5","0.9",".",".",".",".",".",".",".","."
"Intro-Africn-Amer Performnc","329
001","12","3.458","50.0","8.3","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342
001","11","3.176","18.2","36.4","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Kalevala&Finn Folklr-Transl","347
001","10","3.894","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Javanese Performance","353
001","6","3.500","66.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Indian Folklore","374
001","21","3.605","47.6","19.0","19.0","4.8",".",".",".","9.5",".",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","399
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Scandinavian American Folklore","440
001","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Mthd&Pub Presntn-Folklr","490
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Public Folklore","491
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Material Culture Analysis","512
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","530
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","530
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Folklore","Course Total","9","2.889","44.4","22.2","11.1",".",".",".","22.2",".",".",".",".",".",".",".",".","."
"Folklore-Festivls&Celebratn","539
001","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comparative World Costume","655
001","10","3.600","60.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independ Stdy-Folklore Grad","699
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Ethnomusicology","915
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FOLKLORE
380","Dept. Total","295","3.247","35.6","18.6","21.4","10.5","8.1","0.7","2.0","3.1",".",".",".",".",".",".",".","."
