"","990
014","2","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
020","5","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
030","3","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Research and Thesis","Course Total","18","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"WL ECOL
960","Dept. Total","508","3.024","24.4","13.8","27.0","13.8","9.6","5.5","1.6","4.1",".",".",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","72","2.482","23.6","6.9","25.0","18.1","13.9","8.3","4.2",".",".",".",".","",".","",".",".",".","."
"Sophomore","","99","2.775","30.3","12.1","30.3","13.1","5.1","7.1","2.0",".",".",".",".","",".","",".",".",".","."
"Junior","","120","2.996","30.0","12.5","25.0","15.8","11.7","4.2","0.8",".",".",".",".","",".","",".",".",".","."
"Senior","","223","3.134","31.8","16.1","25.6","11.2","8.1","4.5","0.9","1.3",".",".",".","",".","",".","0.4",".","."
"Undergraduates","","514","2.979","30.0","13.2","26.3","13.6","9.1","5.4","1.6","0.6",".",".",".","",".","",".","0.2",".","."
"Special","","8","3.105","37.5","12.5","25.0",".","25.0",".",".",".",".",".",".","",".","",".",".",".","."
"Graduate","","40","3.910","50.0","2.5","2.5",".",".",".",".","45.0",".",".",".","",".","",".",".",".","."
"","Dept. Total","562","3.024","31.5","12.5","24.6","12.5","8.7","5.0","1.4","3.7",".",".",".","",".","",".","0.2",".","."
