"Professional Perspectives","720
001","112","",".",".",".",".",".",".",".",".",".","","99.1",".",".","",".","",".",".","."
"Prof Experience in Business","750
002","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Intro-Bayesian Decisn&Cntrl","775
001","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Panel Data Analysis","806
001","21","4.000","100.0",".",".",".",".",".",".",".",".","",".",".",".","",".","",".",".","."
"GEN BUS
231","Dept. Total","1432","3.417","39.0","21.8","18.6","4.0","5.7","0.7","0.3","0.3","",".","9.4","0.1","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","",".",".",".",".",".",".",".",".","",".","100.0",".","",".","",".",".",".","."
"Sophomore","","11","4.000","54.5",".",".",".",".",".",".",".","",".","45.5",".","",".","",".",".",".","."
"Junior","","388","3.395","39.2","26.0","23.2","2.8","6.2","1.3","0.8","0.3","",".",".","0.3","",".","",".",".",".","."
"Senior","","655","3.343","36.0","23.2","23.5","6.6","7.8","0.8","0.3","0.5","",".","1.4",".","",".","",".",".",".","."
"Undergraduates","","1062","3.364","37.1","23.8","23.0","5.1","7.1","0.9","0.5","0.4","",".","2.1","0.1","",".","",".",".",".","."
"Special","","24","3.087","33.3","16.7","20.8",".","29.2",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","344","3.777","45.6","16.0","4.7","0.9",".",".",".",".","",".","32.6",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.000",".",".","50.0",".",".",".",".",".","",".","50.0",".","",".","",".",".",".","."
"Professionals","","2","3.000",".",".","50.0",".",".",".",".",".","",".","50.0",".","",".","",".",".",".","."
"","Dept. Total","1432","3.417","39.0","21.8","18.6","4.0","5.7","0.7","0.3","0.3","",".","9.4","0.1","",".","",".",".",".","."
