"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2640","3.336","36.1","17.9","23.0","11.0","8.2","1.3","0.3","1.7","0.0",".",".","0.2","0.1",".","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.707","18.8","6.3","37.5","12.5","6.3","6.3","6.3",".",".",".",".",".",".",".",".","6.3"
"Sophomore","","30","3.189","30.0","13.3","36.7","6.7","10.0","3.3",".",".",".",".",".",".",".",".",".","."
"Junior","","157","3.444","48.4","13.4","22.9","10.8","4.5",".",".",".",".",".",".",".",".",".",".","."
"Senior","","232","3.421","49.1","11.2","25.9","5.6","5.2","2.2",".","0.9",".",".",".",".",".",".",".","."
"Undergraduates","","435","3.399","46.4","12.0","26.0","7.8","5.3","1.6","0.2","0.5",".",".",".",".",".",".",".","0.2"
"Special","","4","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","168","3.751","51.8","9.5","4.8","0.6","0.6",".",".","25.0","0.6",".",".","2.4",".",".","4.8","."
"Prof Yr 1","","531","3.175","45.0","19.0","17.1","11.3","6.0","1.3",".",".",".",".",".",".","0.2",".",".","."
"Prof Yr 2","","816","3.133","35.0","15.8","24.5","11.8","11.4","1.1","0.1",".",".",".",".","0.2",".",".",".","."
"Prof Yr 3","","815","3.210","41.6","16.7","22.0","11.0","7.1","0.7","0.5",".",".",".",".","0.2","0.1",".",".","."
"Prof Yr 4","","262","3.728","64.1","14.5","11.5","3.4","3.8","1.5","0.4",".",".",".",".","0.4","0.4",".",".","."
"Professionals","","2424","3.314","42.6","16.7","20.6","10.5","8.0","1.1","0.2",".",".",".",".","0.2","0.1",".",".","."
"","College Total","3031","3.336","43.7","15.6","20.5","9.6","7.2","1.1","0.2","1.5","0.0",".",".","0.3","0.1",".","0.3","0.0"
