"","990
030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","39","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"ATM OCN
640","Dept. Total","1091","3.001","23.4","18.9","16.8","12.8","10.4","5.0","2.4","5.5",".","4.4",".","0.1","0.1","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","269","2.780","16.7","19.7","18.6","20.8","12.6","6.7","4.8",".",".",".",".",".",".",".",".","."
"Sophomore","","297","3.037","25.6","22.6","17.2","14.5","12.8","4.7","2.4",".",".",".",".",".","0.3",".",".","."
"Junior","","175","2.875","21.7","17.7","21.1","13.1","16.0","7.4","2.3",".",".","0.6",".",".",".",".",".","."
"Senior","","152","3.090","29.6","17.8","19.1","9.9","7.9","6.6","1.3","5.9",".",".",".","0.7",".","1.3",".","."
"Undergraduates","","893","2.934","22.8","19.9","18.7","15.3","12.5","6.2","2.9","1.0",".","0.1",".","0.1","0.1","0.2",".","."
"Special","","8","3.333","37.5","12.5","25.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".","."
"Graduate","","190","3.625","25.3","14.2","7.4","1.1","1.1",".",".","26.3",".","24.7",".",".",".",".",".","."
"","Dept. Total","1091","3.001","23.4","18.9","16.8","12.8","10.4","5.0","2.4","5.5",".","4.4",".","0.1","0.1","0.2",".","."
