"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","181","3.656","54.1","27.1","7.2","5.0","0.6","",".","0.6","3.3","",".",".","",".","",".","0.6",".","1.1","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.429","44.0","32.0","8.0","12.0",".","",".","4.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","27","3.699","55.6","25.9","14.8",".",".","",".",".",".","",".",".","",".","",".",".",".",".","3.7"
"Junior","","27","3.665","51.9","33.3","11.1","3.7",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","37","3.473","37.8","32.4","10.8","10.8","2.7","",".",".","2.7","",".",".","",".","",".","2.7",".",".","."
"Undergraduates","","116","3.561","46.6","31.0","11.2","6.9","0.9","",".","0.9","0.9","",".",".","",".","",".","0.9",".",".","0.9"
"Special","","7","3.605","42.9","14.3",".","14.3",".","",".",".","14.3","",".",".","",".","",".",".",".","14.3","."
"Graduate","","57","3.887","70.2","21.1",".",".",".","",".",".","7.0","",".",".","",".","",".",".",".","1.8","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","181","3.656","54.1","27.1","7.2","5.0","0.6","",".","0.6","3.3","",".",".","",".","",".","0.6",".","1.1","0.6"
