"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"579
Seminar-Transportation Engr","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"596
Constructability Analysis","001","","8","3.643","50.0","12.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5",".","."
"609","001","","10","3.800","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"609","002","","7","3.889","71.4","14.3",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Spec Topics-Water Chemistry","Course Total","","17","3.828","76.5","5.9","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"618
Topic-Hydraulics&Fluid Mech","001","","8","3.714","50.0","25.0","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"659","001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"659","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Geospatial Info Engr","Course Total","","17","3.925","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"679
Topic-Transprtatn&City Plan","001","","11","3.409","27.3","27.3","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"694
Mgmt-Civil Infrastruct Sys","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"698","001","","29","4.000","96.6",".",".",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"698","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","35","4.000","97.1",".",".",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"699","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","25","3.980","88.0","4.0",".",".",".",".",".",".",".",".",".",".","4.0",".","4.0","."
"716
Stat Modlng-Hydrolog Systms","001","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"732
Unsaturated Soil Geoengr","001","","7","3.417","14.3","42.9","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"740
Adv Meths-Structural Analysis","001","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","8","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 110 of 399",""
