"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1562","3.767","57.8","23.0","5.6","0.6","0.4","0.1","",".","3.3","",".","9.0","0.1","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","","I","","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.897","87.5","2.5","10.0",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","72","3.840","84.7","9.7","1.4",".","1.4","1.4","",".",".","",".","1.4",".","",".","",".",".",".","."
"Junior","","333","3.667","39.9","28.2","6.6","0.9","0.3",".","",".","0.3","",".","23.4","0.3","",".","",".",".",".","."
"Senior","","743","3.754","56.0","28.0","6.6","0.8","0.3",".","",".","0.1","",".","8.2",".","",".","",".",".",".","."
"Undergraduates","","1188","3.741","54.3","26.1","6.4","0.8","0.3","0.1","",".","0.2","",".","11.8","0.1","",".","",".",".",".","."
"Special","","34","3.874","67.6","17.6","2.9",".",".",".","",".","11.8","",".",".",".","",".","",".",".",".","."
"Graduate","","338","3.859","69.2","13.0","3.0","0.3","0.9",".","",".","13.6","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"Professionals","","2","3.250","50.0",".","50.0",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","1562","3.767","57.8","23.0","5.6","0.6","0.4","0.1","",".","3.3","",".","9.0","0.1","",".","",".",".",".","."
