"","990
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","23","",".",".",".",".",".",".",".","95.7",".",".",".","4.3",".",".",".","."
"FRENCH
400","Dept. Total","1372","3.458","39.3","32.6","15.5","5.0","3.1","0.7","0.5","2.9",".",".",".","0.1","0.1","0.3",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","417","3.427","29.5","42.4","18.5","6.5","2.2","0.2","0.5","0.2",".",".",".",".",".",".",".","."
"Sophomore","","265","3.341","34.0","32.5","19.6","5.7","4.9","1.1","1.5","0.4",".",".",".",".",".","0.4",".","."
"Junior","","231","3.415","39.0","31.6","16.9","5.6","4.8","1.3",".","0.9",".",".",".",".",".",".",".","."
"Senior","","277","3.519","50.2","25.3","13.4","4.7","3.2","0.7","0.4","1.4",".",".",".",".",".","0.4",".","0.4"
"Undergraduates","","1190","3.424","37.1","34.1","17.2","5.7","3.5","0.8","0.6","0.7",".",".",".",".",".","0.2",".","0.1"
"Special","","16","3.478","31.3","25.0","12.5",".","6.3",".",".","12.5",".",".",".",".",".","12.5",".","."
"Graduate","","165","3.816","55.2","22.4","3.0",".",".",".",".","18.2",".",".",".","0.6","0.6",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1372","3.458","39.3","32.6","15.5","5.0","3.1","0.7","0.5","2.9",".",".",".","0.1","0.1","0.3",".","0.1"
