"PhD Thesis-Accounting","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"","999
094","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
122","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","2008","3.228","30.2","17.3","37.3","4.6","7.1","1.8","1.0","0.5","0.1",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","358","2.908","21.2","5.0","48.9","2.8","15.1","4.5","2.5",".",".",".","",".","",".","",".",".",".","."
"Junior","","562","3.176","28.6","14.4","39.1","7.3","7.5","2.0","1.1",".",".",".","",".","",".","",".",".",".","."
"Senior","","606","3.212","25.2","21.9","36.8","6.3","6.6","1.5","0.8","0.5","0.3",".","",".","",".","",".",".",".","."
"Undergraduates","","1526","3.127","25.6","15.2","40.5","5.8","8.9","2.4","1.3","0.2","0.1",".","",".","",".","",".",".",".","."
"Special","","30","3.321","33.3","13.3","36.7",".","10.0",".",".","6.7",".",".","",".","",".","",".",".",".","."
"Graduate","","443","3.566","45.6","24.6","26.6","0.9","0.7",".","0.2","1.4",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","5","3.900","80.0","20.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.167",".","33.3","66.7",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","2008","3.228","30.2","17.3","37.3","4.6","7.1","1.8","1.0","0.5","0.1",".","",".","",".","",".",".",".","."
