"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","",""
"198
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"198
008","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
010","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
011","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
013","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
014","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"198
016","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
017","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
018","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
019","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
021","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
022","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
025","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
031","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
032","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
038","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
081","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
083","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
085","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
086","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
088","3","***","","","","","","","","","",".",".",".",".",".",".","."
"198
089","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
090","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Directed Study","301","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"199
003","11","3.682","36.4","63.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"199
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"199
061","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"199
062","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"199
063","13","3.625","23.1","69.2",".",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"199
065","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Course Total
Directed Study","71","3.858","76.1","22.5",".",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"200
001
Critical Thinkng & Expressn","58","3.371","19.0","43.1","31.0","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"201
001
W Culture:Sci,Tech,Philos I","230","3.154","21.7","27.4","30.4","10.0","6.1","1.3","2.2","0.4",".",".",".",".","0.4",".",".","."
"203
001","270","3.491","44.1","29.3","15.6","6.7","3.3","0.4","0.7",".",".",".",".",".",".",".",".","."
"002
203","29","3.563","10.3","10.3","6.9",".",".",".",".","65.5",".",".",".",".","6.9",".",".","."
"Course Total
West Culture:Lit&The Arts I","299","3.493","40.8","27.4","14.7","6.0","3.0","0.3","0.7","6.4",".",".",".",".","0.7",".",".","."
"205
001
W Cult:Pol,Econ&Soc Thght I","282","3.397","23.8","39.0","31.2","3.9","1.8",".",".",".",".",".",".",".",".",".","0.4","."
"206
001
W Cul:Pol,Econ&Soc Thght II","17","3.588","35.3","52.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"209
001
Intro to Global Cultures","285","3.541","40.4","34.4","20.0","2.5","1.1","0.4","0.4","1.1",".",".",".",".",".",".",".","."
"251
001
Contemporary Phy Sciences","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"252
001
Contemporary Life Sciences","109","3.173","28.4","6.4","47.7","1.8","13.8",".",".","0.9",".",".",".",".",".",".",".","0.9"
"275
001","17","3.324","47.1","17.6","23.5",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"275
002","19","3.763","73.7","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
